step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in,m_flux_in,E_flux_in,m_fe_yield,m_fe_return,E_slag_ox,E_slag_red,E_rad_foam,E_iph_sol,E_iph_gas,E_iph_liq
62400, 6.240000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496175E+02, 6.566824807E+04, 0.000000000E+00, 6.932105891E+04, 2.394719874E+07, 1.194656238E+10, 0.000000000E+00, 7.751116800E+07, 1.007868093E+01,-1.292992174E-01, 0.000000000E+00, 2.906673656E+06, 1.072105143E+03, 0.000000000E+00, 9.688946840E+05, 0.000000000E+00, 9.688946840E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499472083E+04, 1.645793691E+04,-4.238352692E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695968650E+09,-3.363371651E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.613475566E+05,-9.577655946E+05,-3.581962002E+03
62405, 6.240500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496195E+02, 6.566824807E+04, 0.000000000E+00, 6.931988296E+04, 2.394719669E+07, 1.194655493E+10, 0.000000000E+00, 7.751015120E+07, 1.007854872E+01,-1.292922635E-01, 0.000000000E+00, 2.906635526E+06, 1.071846519E+03, 0.000000000E+00, 9.688819740E+05, 0.000000000E+00, 9.688819740E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499441475E+04, 1.645780427E+04,-4.238327093E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695967954E+09,-3.375502745E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.613353024E+05,-9.577534136E+05,-3.581888840E+03
62410, 6.241000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496218E+02, 6.566824807E+04, 0.000000000E+00, 6.931870723E+04, 2.394719456E+07, 1.194654748E+10, 0.000000000E+00, 7.750913441E+07, 1.007841651E+01,-1.292853115E-01, 0.000000000E+00, 2.906597397E+06, 1.071587861E+03, 0.000000000E+00, 9.688692641E+05, 0.000000000E+00, 9.688692641E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499410863E+04, 1.645767163E+04,-4.238301609E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695967258E+09,-3.455595429E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.613231158E+05,-9.577413001E+05,-3.581815667E+03
62415, 6.241500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496239E+02, 6.566824807E+04, 0.000000000E+00, 6.931753174E+04, 2.394719247E+07, 1.194654003E+10, 0.000000000E+00, 7.750811763E+07, 1.007828429E+01,-1.292783614E-01, 0.000000000E+00, 2.906559267E+06, 1.071329204E+03, 0.000000000E+00, 9.688565543E+05, 0.000000000E+00, 9.688565543E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499380254E+04, 1.645753898E+04,-4.238275904E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695966561E+09,-3.408140358E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.613108558E+05,-9.577291133E+05,-3.581742488E+03
62420, 6.242000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496258E+02, 6.566824807E+04, 0.000000000E+00, 6.931635649E+04, 2.394719049E+07, 1.194653259E+10, 0.000000000E+00, 7.750710085E+07, 1.007815208E+01,-1.292714131E-01, 0.000000000E+00, 2.906521138E+06, 1.071070644E+03, 0.000000000E+00, 9.688438445E+05, 0.000000000E+00, 9.688438445E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499349652E+04, 1.645740633E+04,-4.238250020E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695965865E+09,-3.315233580E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612984692E+05,-9.577167999E+05,-3.581669319E+03
62425, 6.242500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496282E+02, 6.566824807E+04, 0.000000000E+00, 6.931518147E+04, 2.394718830E+07, 1.194652514E+10, 0.000000000E+00, 7.750608408E+07, 1.007801988E+01,-1.292644670E-01, 0.000000000E+00, 2.906483009E+06, 1.070812049E+03, 0.000000000E+00, 9.688311349E+05, 0.000000000E+00, 9.688311349E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499319043E+04, 1.645727370E+04,-4.238224526E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695965169E+09,-3.509589182E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612862080E+05,-9.577046119E+05,-3.581596127E+03
62430, 6.243000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496301E+02, 6.566824807E+04, 0.000000000E+00, 6.931400669E+04, 2.394718630E+07, 1.194651769E+10, 0.000000000E+00, 7.750506732E+07, 1.007788767E+01,-1.292575227E-01, 0.000000000E+00, 2.906444881E+06, 1.070553430E+03, 0.000000000E+00, 9.688184253E+05, 0.000000000E+00, 9.688184253E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499288440E+04, 1.645714106E+04,-4.238198628E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695964472E+09,-3.323801115E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612739688E+05,-9.576924459E+05,-3.581522931E+03
62435, 6.243500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496325E+02, 6.566824807E+04, 0.000000000E+00, 6.931283213E+04, 2.394718413E+07, 1.194651024E+10, 0.000000000E+00, 7.750405056E+07, 1.007775546E+01,-1.292505804E-01, 0.000000000E+00, 2.906406752E+06, 1.070294861E+03, 0.000000000E+00, 9.688057158E+05, 0.000000000E+00, 9.688057158E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499257833E+04, 1.645700844E+04,-4.238173093E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695963776E+09,-3.499040899E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612617306E+05,-9.576802809E+05,-3.581449713E+03
62440, 6.244000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496348E+02, 6.566824807E+04, 0.000000000E+00, 6.931165782E+04, 2.394718197E+07, 1.194650279E+10, 0.000000000E+00, 7.750303381E+07, 1.007762325E+01,-1.292436400E-01, 0.000000000E+00, 2.906368624E+06, 1.070036308E+03, 0.000000000E+00, 9.687930064E+05, 0.000000000E+00, 9.687930064E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499227231E+04, 1.645687580E+04,-4.238147243E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695963080E+09,-3.480536693E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612494011E+05,-9.576680246E+05,-3.581376501E+03
62445, 6.244500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496367E+02, 6.566824807E+04, 0.000000000E+00, 6.931048373E+04, 2.394717998E+07, 1.194649534E+10, 0.000000000E+00, 7.750201707E+07, 1.007749105E+01,-1.292367016E-01, 0.000000000E+00, 2.906330496E+06, 1.069777651E+03, 0.000000000E+00, 9.687802971E+05, 0.000000000E+00, 9.687802971E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499196626E+04, 1.645674318E+04,-4.238121372E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695962383E+09,-3.319500461E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612372398E+05,-9.576559365E+05,-3.581303272E+03
62450, 6.245000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496388E+02, 6.566824807E+04, 0.000000000E+00, 6.930930986E+04, 2.394717790E+07, 1.194648789E+10, 0.000000000E+00, 7.750100033E+07, 1.007735884E+01,-1.292297652E-01, 0.000000000E+00, 2.906292369E+06, 1.069519049E+03, 0.000000000E+00, 9.687675878E+05, 0.000000000E+00, 9.687675878E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499166020E+04, 1.645661056E+04,-4.238095682E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695961687E+09,-3.408249907E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612250124E+05,-9.576437824E+05,-3.581230020E+03
62455, 6.245500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496412E+02, 6.566824807E+04, 0.000000000E+00, 6.930813624E+04, 2.394717572E+07, 1.194648045E+10, 0.000000000E+00, 7.749998360E+07, 1.007722664E+01,-1.292228306E-01, 0.000000000E+00, 2.906254242E+06, 1.069260584E+03, 0.000000000E+00, 9.687548787E+05, 0.000000000E+00, 9.687548787E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499135421E+04, 1.645647792E+04,-4.238069798E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695960991E+09,-3.499854691E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612125762E+05,-9.576314194E+05,-3.581156785E+03
62460, 6.246000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496430E+02, 6.566824807E+04, 0.000000000E+00, 6.930696286E+04, 2.394717376E+07, 1.194647300E+10, 0.000000000E+00, 7.749896688E+07, 1.007709444E+01,-1.292158980E-01, 0.000000000E+00, 2.906216114E+06, 1.069001961E+03, 0.000000000E+00, 9.687421696E+05, 0.000000000E+00, 9.687421696E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499104820E+04, 1.645634530E+04,-4.238043828E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695960294E+09,-3.289153200E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.612004362E+05,-9.576193527E+05,-3.581083535E+03
62465, 6.246500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496454E+02, 6.566824807E+04, 0.000000000E+00, 6.930578971E+04, 2.394717157E+07, 1.194646555E+10, 0.000000000E+00, 7.749795016E+07, 1.007696223E+01,-1.292089673E-01, 0.000000000E+00, 2.906177988E+06, 1.068743537E+03, 0.000000000E+00, 9.687294606E+05, 0.000000000E+00, 9.687294606E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499074221E+04, 1.645621268E+04,-4.238018005E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695959598E+09,-3.511266540E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611879614E+05,-9.576069511E+05,-3.581010277E+03
62470, 6.247000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496474E+02, 6.566824807E+04, 0.000000000E+00, 6.930461678E+04, 2.394716953E+07, 1.194645810E+10, 0.000000000E+00, 7.749693345E+07, 1.007683003E+01,-1.292020386E-01, 0.000000000E+00, 2.906139861E+06, 1.068484844E+03, 0.000000000E+00, 9.687167517E+05, 0.000000000E+00, 9.687167517E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499043616E+04, 1.645608009E+04,-4.237992197E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695958902E+09,-3.368846688E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611759924E+05,-9.575950554E+05,-3.580936989E+03
62475, 6.247500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496495E+02, 6.566824807E+04, 0.000000000E+00, 6.930344409E+04, 2.394716746E+07, 1.194645065E+10, 0.000000000E+00, 7.749591675E+07, 1.007669783E+01,-1.291951119E-01, 0.000000000E+00, 2.906101735E+06, 1.068226389E+03, 0.000000000E+00, 9.687040429E+05, 0.000000000E+00, 9.687040429E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.499013020E+04, 1.645594746E+04,-4.237966164E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695958205E+09,-3.398071428E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611635540E+05,-9.575826903E+05,-3.580863713E+03
62480, 6.248000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496515E+02, 6.566824807E+04, 0.000000000E+00, 6.930227161E+04, 2.394716543E+07, 1.194644320E+10, 0.000000000E+00, 7.749490005E+07, 1.007656563E+01,-1.291881870E-01, 0.000000000E+00, 2.906063609E+06, 1.067967784E+03, 0.000000000E+00, 9.686913341E+05, 0.000000000E+00, 9.686913341E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498982418E+04, 1.645581485E+04,-4.237940283E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695957509E+09,-3.350281371E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611514259E+05,-9.575706355E+05,-3.580790410E+03
62485, 6.248500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496538E+02, 6.566824807E+04, 0.000000000E+00, 6.930109937E+04, 2.394716328E+07, 1.194643575E+10, 0.000000000E+00, 7.749388336E+07, 1.007643344E+01,-1.291812641E-01, 0.000000000E+00, 2.906025483E+06, 1.067709303E+03, 0.000000000E+00, 9.686786255E+05, 0.000000000E+00, 9.686786255E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498951818E+04, 1.645568224E+04,-4.237914418E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695956812E+09,-3.482194325E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611391176E+05,-9.575584005E+05,-3.580717104E+03
62490, 6.249000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496562E+02, 6.566824807E+04, 0.000000000E+00, 6.929992736E+04, 2.394716111E+07, 1.194642830E+10, 0.000000000E+00, 7.749286668E+07, 1.007630124E+01,-1.291743430E-01, 0.000000000E+00, 2.905987357E+06, 1.067450832E+03, 0.000000000E+00, 9.686659169E+05, 0.000000000E+00, 9.686659169E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498921223E+04, 1.645554962E+04,-4.237888344E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695956116E+09,-3.490275967E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611267404E+05,-9.575460966E+05,-3.580643809E+03
62495, 6.249500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496583E+02, 6.566824807E+04, 0.000000000E+00, 6.929875559E+04, 2.394715905E+07, 1.194642085E+10, 0.000000000E+00, 7.749185000E+07, 1.007616904E+01,-1.291674239E-01, 0.000000000E+00, 2.905949232E+06, 1.067192295E+03, 0.000000000E+00, 9.686532084E+05, 0.000000000E+00, 9.686532084E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498890626E+04, 1.645541702E+04,-4.237862295E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695955420E+09,-3.382783177E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611145679E+05,-9.575339974E+05,-3.580570494E+03
62500, 6.250000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496602E+02, 6.566824807E+04, 0.000000000E+00, 6.929758406E+04, 2.394715705E+07, 1.194641340E+10, 0.000000000E+00, 7.749083333E+07, 1.007603684E+01,-1.291605067E-01, 0.000000000E+00, 2.905911107E+06, 1.066933766E+03, 0.000000000E+00, 9.686405000E+05, 0.000000000E+00, 9.686405000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498860029E+04, 1.645528442E+04,-4.237836280E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695954723E+09,-3.326037814E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.611023876E+05,-9.575218904E+05,-3.580497165E+03
62505, 6.250500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496624E+02, 6.566824807E+04, 0.000000000E+00, 6.929641274E+04, 2.394715493E+07, 1.194640595E+10, 0.000000000E+00, 7.748981667E+07, 1.007590465E+01,-1.291535915E-01, 0.000000000E+00, 2.905872982E+06, 1.066675277E+03, 0.000000000E+00, 9.686277917E+05, 0.000000000E+00, 9.686277917E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498829430E+04, 1.645515182E+04,-4.237810330E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695954027E+09,-3.445325320E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610900976E+05,-9.575096738E+05,-3.580423823E+03
62510, 6.251000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496646E+02, 6.566824807E+04, 0.000000000E+00, 6.929524165E+04, 2.394715283E+07, 1.194639850E+10, 0.000000000E+00, 7.748880001E+07, 1.007577246E+01,-1.291466782E-01, 0.000000000E+00, 2.905834857E+06, 1.066416760E+03, 0.000000000E+00, 9.686150834E+05, 0.000000000E+00, 9.686150834E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498798834E+04, 1.645501922E+04,-4.237784252E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695953331E+09,-3.423702694E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610778601E+05,-9.574975096E+05,-3.580350481E+03
62515, 6.251500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496668E+02, 6.566824807E+04, 0.000000000E+00, 6.929407080E+04, 2.394715073E+07, 1.194639104E+10, 0.000000000E+00, 7.748778336E+07, 1.007564026E+01,-1.291397668E-01, 0.000000000E+00, 2.905796733E+06, 1.066158339E+03, 0.000000000E+00, 9.686023753E+05, 0.000000000E+00, 9.686023753E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498768241E+04, 1.645488661E+04,-4.237758093E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695952634E+09,-3.428713059E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610655173E+05,-9.574852402E+05,-3.580277134E+03
62520, 6.252000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496688E+02, 6.566824807E+04, 0.000000000E+00, 6.929290019E+04, 2.394714869E+07, 1.194638359E+10, 0.000000000E+00, 7.748676672E+07, 1.007550807E+01,-1.291328573E-01, 0.000000000E+00, 2.905758609E+06, 1.065899833E+03, 0.000000000E+00, 9.685896672E+05, 0.000000000E+00, 9.685896672E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498737647E+04, 1.645475402E+04,-4.237731918E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695951938E+09,-3.365524167E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610532663E+05,-9.574730625E+05,-3.580203784E+03
62525, 6.252500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496710E+02, 6.566824807E+04, 0.000000000E+00, 6.929172980E+04, 2.394714656E+07, 1.194637614E+10, 0.000000000E+00, 7.748575008E+07, 1.007537588E+01,-1.291259498E-01, 0.000000000E+00, 2.905720485E+06, 1.065641383E+03, 0.000000000E+00, 9.685769592E+05, 0.000000000E+00, 9.685769592E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498707052E+04, 1.645462143E+04,-4.237705890E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695951241E+09,-3.451747163E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610410315E+05,-9.574609011E+05,-3.580130400E+03
62530, 6.253000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496733E+02, 6.566824807E+04, 0.000000000E+00, 6.929055964E+04, 2.394714444E+07, 1.194636869E+10, 0.000000000E+00, 7.748473345E+07, 1.007524369E+01,-1.291190442E-01, 0.000000000E+00, 2.905682361E+06, 1.065382901E+03, 0.000000000E+00, 9.685642513E+05, 0.000000000E+00, 9.685642513E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498676458E+04, 1.645448884E+04,-4.237679723E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695950545E+09,-3.447762935E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610287661E+05,-9.574487090E+05,-3.580057026E+03
62535, 6.253500000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496751E+02, 6.566824807E+04, 0.000000000E+00, 6.928938972E+04, 2.394714245E+07, 1.194636124E+10, 0.000000000E+00, 7.748371683E+07, 1.007511150E+01,-1.291121405E-01, 0.000000000E+00, 2.905644238E+06, 1.065124475E+03, 0.000000000E+00, 9.685515435E+05, 0.000000000E+00, 9.685515435E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498645870E+04, 1.645435624E+04,-4.237653405E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695949849E+09,-3.309241796E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610165073E+05,-9.574365237E+05,-3.579983653E+03
62540, 6.254000000E+02, 1.000000000E-02, 7.859957065E-02, 1.422496772E+02, 6.566824807E+04, 0.000000000E+00, 6.928822002E+04, 2.394714038E+07, 1.194635379E+10, 0.000000000E+00, 7.748270021E+07, 1.007497931E+01,-1.291052387E-01, 0.000000000E+00, 2.905606115E+06, 1.064865974E+03, 0.000000000E+00, 9.685388357E+05, 0.000000000E+00, 9.685388357E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.498615273E+04, 1.645422367E+04,-4.237627365E+06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-2.695949152E+09,-3.396995945E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-9.610043376E+05,-9.574244273E+05,-3.579910246E+03
