step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in,m_flux_in,E_flux_in,m_fe_yield,m_fe_return,E_slag_ox,E_slag_red,E_rad_foam,E_iph_sol,E_iph_gas,E_iph_liq
31365, 3.136500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374622E+02, 6.568007494E+04, 0.000000000E+00, 9.714897903E+04, 2.393094770E+07, 1.175607997E+10, 0.000000000E+00, 8.543728265E+07, 1.608304592E+01,-2.992176140E-01, 0.000000000E+00, 2.849772028E+06,-1.285392293E+03, 0.000000000E+00, 8.583553447E+05, 0.000000000E+00, 5.042254943E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094574020E+04, 1.490039714E+04,-2.986513835E+06, 0.000000000E+00, 0.000000000E+00, 5.637471751E+05,-2.700324433E+09,-1.433248764E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435257169E+05,-8.424245939E+05,-1.101123035E+03
31370, 3.137000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374526E+02, 6.568007494E+04, 0.000000000E+00, 9.714880530E+04, 2.393094956E+07, 1.175608385E+10, 0.000000000E+00, 8.543595538E+07, 1.608244472E+01,-2.992161573E-01, 0.000000000E+00, 2.851005124E+06,-1.285431658E+03, 0.000000000E+00, 8.583461748E+05, 0.000000000E+00, 5.054991930E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094571556E+04, 1.490039112E+04,-2.986190809E+06, 0.000000000E+00, 0.000000000E+00, 5.624568855E+05,-2.700323565E+09, 1.440591149E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435127827E+05,-8.424116636E+05,-1.101119113E+03
31375, 3.137500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374429E+02, 6.568007494E+04, 0.000000000E+00, 9.714863028E+04, 2.393095072E+07, 1.175608776E+10, 0.000000000E+00, 8.543462813E+07, 1.608184352E+01,-2.992146840E-01, 0.000000000E+00, 2.852950177E+06,-1.285474964E+03, 0.000000000E+00, 8.583370051E+05, 0.000000000E+00, 5.074848473E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094568983E+04, 1.490038550E+04,-2.987880503E+06, 0.000000000E+00, 0.000000000E+00, 5.604546406E+05,-2.700322697E+09, 7.410812845E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434855401E+05,-8.423844247E+05,-1.101115372E+03
31380, 3.138000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374247E+02, 6.568007494E+04, 0.000000000E+00, 9.714845401E+04, 2.393095429E+07, 1.175609168E+10, 0.000000000E+00, 8.543330088E+07, 1.608124233E+01,-2.992131974E-01, 0.000000000E+00, 2.863011331E+06,-1.285516613E+03, 0.000000000E+00, 8.583278354E+05, 0.000000000E+00, 5.175866030E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094566477E+04, 1.490037963E+04,-2.999258881E+06, 0.000000000E+00, 0.000000000E+00, 5.503362942E+05,-2.700321830E+09, 3.153874666E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434650224E+05,-8.423639107E+05,-1.101111644E+03
31385, 3.138500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374420E+02, 6.568007494E+04, 0.000000000E+00, 9.714827646E+04, 2.393095008E+07, 1.175609558E+10, 0.000000000E+00, 8.543197365E+07, 1.608064114E+01,-2.992116987E-01, 0.000000000E+00, 2.851429342E+06,-1.285547039E+03, 0.000000000E+00, 8.583186658E+05, 0.000000000E+00, 5.060452154E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094564097E+04, 1.490037307E+04,-2.989435109E+06, 0.000000000E+00, 0.000000000E+00, 5.618610914E+05,-2.700320962E+09,-4.636255582E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434688421E+05,-8.423677342E+05,-1.101107872E+03
31390, 3.139000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374910E+02, 6.568007494E+04, 0.000000000E+00, 9.714809742E+04, 2.393093999E+07, 1.175609943E+10, 0.000000000E+00, 8.543064642E+07, 1.608003996E+01,-2.992101914E-01, 0.000000000E+00, 2.859923981E+06,-1.285561930E+03, 0.000000000E+00, 8.583094963E+05, 0.000000000E+00, 5.145804553E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094562067E+04, 1.490036459E+04,-3.003059497E+06, 0.000000000E+00, 0.000000000E+00, 5.533092610E+05,-2.700320094E+09,-1.051431109E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435148046E+05,-8.424137007E+05,-1.101103845E+03
31395, 3.139500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374653E+02, 6.568007494E+04, 0.000000000E+00, 9.714791673E+04, 2.393094542E+07, 1.175610328E+10, 0.000000000E+00, 8.542931921E+07, 1.607943878E+01,-2.992086697E-01, 0.000000000E+00, 2.865570710E+06,-1.285603225E+03, 0.000000000E+00, 8.583003268E+05, 0.000000000E+00, 5.202677846E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094559632E+04, 1.490035747E+04,-3.002022787E+06, 0.000000000E+00, 0.000000000E+00, 5.476053415E+05,-2.700319227E+09, 5.010475416E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435065969E+05,-8.424054973E+05,-1.101099643E+03
31400, 3.140000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374402E+02, 6.568007494E+04, 0.000000000E+00, 9.714773467E+04, 2.393095116E+07, 1.175610713E+10, 0.000000000E+00, 8.542799200E+07, 1.607883761E+01,-2.992071303E-01, 0.000000000E+00, 2.850714448E+06,-1.285644101E+03, 0.000000000E+00, 8.582911574E+05, 0.000000000E+00, 5.054521231E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094557029E+04, 1.490035090E+04,-2.986733164E+06, 0.000000000E+00, 0.000000000E+00, 5.624044129E+05,-2.700318359E+09, 5.308190309E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434894573E+05,-8.423883616E+05,-1.101095699E+03
31405, 3.140500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374503E+02, 6.568007494E+04, 0.000000000E+00, 9.714755139E+04, 2.393094764E+07, 1.175611101E+10, 0.000000000E+00, 8.542666481E+07, 1.607823644E+01,-2.992055749E-01, 0.000000000E+00, 2.860134149E+06,-1.285687113E+03, 0.000000000E+00, 8.582819881E+05, 0.000000000E+00, 5.149124244E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094554256E+04, 1.490034520E+04,-3.000127656E+06, 0.000000000E+00, 0.000000000E+00, 5.529275216E+05,-2.700317491E+09,-3.944272393E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434615854E+05,-8.423604935E+05,-1.101091871E+03
31410, 3.141000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374587E+02, 6.568007494E+04, 0.000000000E+00, 9.714736670E+04, 2.393094654E+07, 1.175611485E+10, 0.000000000E+00, 8.542533762E+07, 1.607763527E+01,-2.992040109E-01, 0.000000000E+00, 2.856526138E+06,-1.285712620E+03, 0.000000000E+00, 8.582728188E+05, 0.000000000E+00, 5.113450131E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094552025E+04, 1.490033688E+04,-2.997985425E+06, 0.000000000E+00, 0.000000000E+00, 5.564783430E+05,-2.700316624E+09,-1.527164621E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434861972E+05,-8.423851094E+05,-1.101087835E+03
31415, 3.141500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374927E+02, 6.568007494E+04, 0.000000000E+00, 9.714718044E+04, 2.393093889E+07, 1.175611865E+10, 0.000000000E+00, 8.542401045E+07, 1.607703411E+01,-2.992024347E-01, 0.000000000E+00, 2.855979250E+06,-1.285735278E+03, 0.000000000E+00, 8.582636497E+05, 0.000000000E+00, 5.108387250E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094549691E+04, 1.490032860E+04,-2.999932247E+06, 0.000000000E+00, 0.000000000E+00, 5.569680414E+05,-2.700315756E+09,-8.086205179E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435153818E+05,-8.424142982E+05,-1.101083600E+03
31420, 3.142000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374645E+02, 6.568007494E+04, 0.000000000E+00, 9.714699265E+04, 2.393094477E+07, 1.175612247E+10, 0.000000000E+00, 8.542268328E+07, 1.607643295E+01,-2.992008424E-01, 0.000000000E+00, 2.856571438E+06,-1.285781858E+03, 0.000000000E+00, 8.582544805E+05, 0.000000000E+00, 5.114715119E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094547033E+04, 1.490032147E+04,-2.994067321E+06, 0.000000000E+00, 0.000000000E+00, 5.563186649E+05,-2.700314889E+09, 5.453695973E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434946458E+05,-8.423935664E+05,-1.101079386E+03
31425, 3.142500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374700E+02, 6.568007494E+04, 0.000000000E+00, 9.714680352E+04, 2.393094359E+07, 1.175612628E+10, 0.000000000E+00, 8.542135613E+07, 1.607583180E+01,-2.991992347E-01, 0.000000000E+00, 2.854600886E+06,-1.285816578E+03, 0.000000000E+00, 8.582453115E+05, 0.000000000E+00, 5.095415587E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094544405E+04, 1.490031406E+04,-2.996771907E+06, 0.000000000E+00, 0.000000000E+00, 5.582320286E+05,-2.700314021E+09,-1.614034109E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434912285E+05,-8.423901532E+05,-1.101075342E+03
31430, 3.143000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374748E+02, 6.568007494E+04, 0.000000000E+00, 9.714661294E+04, 2.393094268E+07, 1.175613007E+10, 0.000000000E+00, 8.542002898E+07, 1.607523066E+01,-2.991976144E-01, 0.000000000E+00, 2.858253899E+06,-1.285849873E+03, 0.000000000E+00, 8.582361425E+05, 0.000000000E+00, 5.132351705E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094541871E+04, 1.490030609E+04,-3.000837685E+06, 0.000000000E+00, 0.000000000E+00, 5.545218275E+05,-2.700313153E+09,-1.350242103E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434975488E+05,-8.423964777E+05,-1.101071146E+03
31435, 3.143500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375105E+02, 6.568007494E+04, 0.000000000E+00, 9.714642081E+04, 2.393093469E+07, 1.175613383E+10, 0.000000000E+00, 8.541870185E+07, 1.607462951E+01,-2.991959816E-01, 0.000000000E+00, 2.854076763E+06,-1.285874791E+03, 0.000000000E+00, 8.582269736E+05, 0.000000000E+00, 5.090986326E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094539406E+04, 1.490029748E+04,-3.000478457E+06, 0.000000000E+00, 0.000000000E+00, 5.586417761E+05,-2.700312286E+09,-8.421880454E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435222862E+05,-8.424212193E+05,-1.101066836E+03
31440, 3.144000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374563E+02, 6.568007494E+04, 0.000000000E+00, 9.714622713E+04, 2.393094613E+07, 1.175613761E+10, 0.000000000E+00, 8.541737472E+07, 1.607402838E+01,-2.991943330E-01, 0.000000000E+00, 2.856733149E+06,-1.285926580E+03, 0.000000000E+00, 8.582178047E+05, 0.000000000E+00, 5.117956164E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094536617E+04, 1.490028999E+04,-2.994700946E+06, 0.000000000E+00, 0.000000000E+00, 5.559282032E+05,-2.700311418E+09, 1.100165228E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434933624E+05,-8.423922999E+05,-1.101062488E+03
31445, 3.144500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374896E+02, 6.568007494E+04, 0.000000000E+00, 9.714603227E+04, 2.393093830E+07, 1.175614138E+10, 0.000000000E+00, 8.541604761E+07, 1.607342724E+01,-2.991926671E-01, 0.000000000E+00, 2.858037019E+06,-1.285959812E+03, 0.000000000E+00, 8.582086360E+05, 0.000000000E+00, 5.131400838E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094533822E+04, 1.490028258E+04,-3.005083336E+06, 0.000000000E+00, 0.000000000E+00, 5.545671469E+05,-2.700310550E+09,-8.270671710E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434881751E+05,-8.423871166E+05,-1.101058493E+03
31450, 3.145000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374785E+02, 6.568007494E+04, 0.000000000E+00, 9.714583581E+04, 2.393094160E+07, 1.175614512E+10, 0.000000000E+00, 8.541472050E+07, 1.607282611E+01,-2.991909934E-01, 0.000000000E+00, 2.859981483E+06,-1.285989151E+03, 0.000000000E+00, 8.581994673E+05, 0.000000000E+00, 5.151251450E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094531435E+04, 1.490027307E+04,-3.002882189E+06, 0.000000000E+00, 0.000000000E+00, 5.525654968E+05,-2.700309683E+09, 2.854029114E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435138008E+05,-8.424127468E+05,-1.101054044E+03
31455, 3.145500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374854E+02, 6.568007494E+04, 0.000000000E+00, 9.714563800E+04, 2.393093877E+07, 1.175614888E+10, 0.000000000E+00, 8.541339341E+07, 1.607222499E+01,-2.991893006E-01, 0.000000000E+00, 2.854025034E+06,-1.286034499E+03, 0.000000000E+00, 8.581902986E+05, 0.000000000E+00, 5.092092928E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094528436E+04, 1.490026605E+04,-2.999499621E+06, 0.000000000E+00, 0.000000000E+00, 5.584647602E+05,-2.700308815E+09,-3.265574628E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434877180E+05,-8.423866681E+05,-1.101049819E+03
31460, 3.146000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374967E+02, 6.568007494E+04, 0.000000000E+00, 9.714543877E+04, 2.393093648E+07, 1.175615261E+10, 0.000000000E+00, 8.541206632E+07, 1.607162387E+01,-2.991875969E-01, 0.000000000E+00, 2.853691879E+06,-1.286066323E+03, 0.000000000E+00, 8.581811301E+05, 0.000000000E+00, 5.089167351E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094525847E+04, 1.490025708E+04,-2.998185773E+06, 0.000000000E+00, 0.000000000E+00, 5.587407293E+05,-2.700307948E+09,-2.736051017E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435012385E+05,-8.424001930E+05,-1.101045503E+03
31465, 3.146500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375065E+02, 6.568007494E+04, 0.000000000E+00, 9.714523815E+04, 2.393093409E+07, 1.175615634E+10, 0.000000000E+00, 8.541073925E+07, 1.607102276E+01,-2.991858787E-01, 0.000000000E+00, 2.858340983E+06,-1.286102982E+03, 0.000000000E+00, 8.581719616E+05, 0.000000000E+00, 5.136064347E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094523114E+04, 1.490024848E+04,-3.005772976E+06, 0.000000000E+00, 0.000000000E+00, 5.540344412E+05,-2.700307080E+09,-2.835036647E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435004625E+05,-8.423994213E+05,-1.101041183E+03
31470, 3.147000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375452E+02, 6.568007494E+04, 0.000000000E+00, 9.714503599E+04, 2.393092542E+07, 1.175616004E+10, 0.000000000E+00, 8.540941218E+07, 1.607042164E+01,-2.991841484E-01, 0.000000000E+00, 2.857509452E+06,-1.286131843E+03, 0.000000000E+00, 8.581627931E+05, 0.000000000E+00, 5.128155001E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094520431E+04, 1.490023946E+04,-3.007369685E+06, 0.000000000E+00, 0.000000000E+00, 5.548087875E+05,-2.700306212E+09,-9.118999531E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435209426E+05,-8.424199059E+05,-1.101036701E+03
31475, 3.147500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375275E+02, 6.568007494E+04, 0.000000000E+00, 9.714483227E+04, 2.393092903E+07, 1.175616373E+10, 0.000000000E+00, 8.540808513E+07, 1.606982054E+01,-2.991824039E-01, 0.000000000E+00, 2.854542798E+06,-1.286174502E+03, 0.000000000E+00, 8.581536248E+05, 0.000000000E+00, 5.098894418E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094517646E+04, 1.490023048E+04,-3.000020631E+06, 0.000000000E+00, 0.000000000E+00, 5.577182575E+05,-2.700305345E+09, 3.156589174E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435146589E+05,-8.424136267E+05,-1.101032155E+03
31480, 3.148000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375309E+02, 6.568007494E+04, 0.000000000E+00, 9.714462717E+04, 2.393092793E+07, 1.175616742E+10, 0.000000000E+00, 8.540675808E+07, 1.606921944E+01,-2.991806432E-01, 0.000000000E+00, 2.858337611E+06,-1.286212667E+03, 0.000000000E+00, 8.581444565E+05, 0.000000000E+00, 5.137248500E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094514766E+04, 1.490022178E+04,-3.005610117E+06, 0.000000000E+00, 0.000000000E+00, 5.538662612E+05,-2.700304477E+09,-1.552007694E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435099446E+05,-8.424089169E+05,-1.101027771E+03
31485, 3.148500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422374894E+02, 6.568007494E+04, 0.000000000E+00, 9.714442059E+04, 2.393093757E+07, 1.175617111E+10, 0.000000000E+00, 8.540543105E+07, 1.606861834E+01,-2.991788693E-01, 0.000000000E+00, 2.859570109E+06,-1.286255529E+03, 0.000000000E+00, 8.581352882E+05, 0.000000000E+00, 5.149979429E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094511929E+04, 1.490021275E+04,-3.003213596E+06, 0.000000000E+00, 0.000000000E+00, 5.525765803E+05,-2.700303610E+09, 9.192834136E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435037854E+05,-8.424027621E+05,-1.101023261E+03
31490, 3.149000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375283E+02, 6.568007494E+04, 0.000000000E+00, 9.714421282E+04, 2.393092768E+07, 1.175617480E+10, 0.000000000E+00, 8.540410402E+07, 1.606801725E+01,-2.991770780E-01, 0.000000000E+00, 2.853045004E+06,-1.286294641E+03, 0.000000000E+00, 8.581261201E+05, 0.000000000E+00, 5.085134332E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094508815E+04, 1.490020488E+04,-3.005112255E+06, 0.000000000E+00, 0.000000000E+00, 5.590445022E+05,-2.700302742E+09,-1.034068595E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434882529E+05,-8.423872339E+05,-1.101019009E+03
31495, 3.149500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375270E+02, 6.568007494E+04, 0.000000000E+00, 9.714400359E+04, 2.393092785E+07, 1.175617847E+10, 0.000000000E+00, 8.540277701E+07, 1.606741616E+01,-2.991752778E-01, 0.000000000E+00, 2.854064038E+06,-1.286331725E+03, 0.000000000E+00, 8.581169520E+05, 0.000000000E+00, 5.095730618E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094506086E+04, 1.490019515E+04,-3.001322453E+06, 0.000000000E+00, 0.000000000E+00, 5.579682859E+05,-2.700301874E+09,-2.837953805E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434979995E+05,-8.423969851E+05,-1.101014462E+03
31500, 3.150000000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375303E+02, 6.568007494E+04, 0.000000000E+00, 9.714379303E+04, 2.393092736E+07, 1.175618214E+10, 0.000000000E+00, 8.540145000E+07, 1.606681508E+01,-2.991734625E-01, 0.000000000E+00, 2.848962579E+06,-1.286370299E+03, 0.000000000E+00, 8.581077840E+05, 0.000000000E+00, 5.045121972E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094503184E+04, 1.490018594E+04,-2.998639115E+06, 0.000000000E+00, 0.000000000E+00, 5.630125629E+05,-2.700301007E+09,-9.471148468E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.434958807E+05,-8.423948707E+05,-1.101010022E+03
31505, 3.150500000E+02, 1.000000000E-02, 1.105172861E-01, 1.422375304E+02, 6.568007494E+04, 0.000000000E+00, 9.714358100E+04, 2.393092777E+07, 1.175618579E+10, 0.000000000E+00, 8.540012301E+07, 1.606621400E+01,-2.991716353E-01, 0.000000000E+00, 2.860443250E+06,-1.286405217E+03, 0.000000000E+00, 8.580986160E+05, 0.000000000E+00, 5.160334623E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094500353E+04, 1.490017622E+04,-3.009759733E+06, 0.000000000E+00, 0.000000000E+00, 5.514747102E+05,-2.700300139E+09,-4.378820244E-02, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-8.435069775E+05,-8.424059721E+05,-1.101005420E+03
