step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in
1136, 6.135000000E+00, 1.000000000E-03, 0.000000000E+00, 1.028369226E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.594517922E+07, 7.097697767E+10, 0.000000000E+00, 8.256748500E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.887995112E+04,-3.714376460E+03, 0.000000000E+00, 2.064187125E+04, 0.000000000E+00, 7.596208620E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.067492997E+03, 1.578271317E+03,-1.160981009E+04, 0.000000000E+00, 0.000000000E+00, 1.304566263E+04, 3.412021569E+04, 2.942285491E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1137, 6.136000000E+00, 1.000000000E-03, 0.000000000E+00, 1.027890086E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.597502098E+07, 7.097700409E+10, 0.000000000E+00, 8.256749600E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.926527261E+04,-3.754129691E+03, 0.000000000E+00, 2.064187400E+04, 0.000000000E+00, 7.981524613E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.091321337E+03, 1.595212178E+03,-1.177078738E+04, 0.000000000E+00, 0.000000000E+00, 1.266034939E+04, 3.408639540E+04, 2.974783427E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1138, 6.137000000E+00, 1.000000000E-03, 0.000000000E+00, 1.027418756E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.600461143E+07, 7.097703050E+10, 0.000000000E+00, 8.256750700E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.898317353E+04,-3.798390968E+03, 0.000000000E+00, 2.064187675E+04, 0.000000000E+00, 7.699420028E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.114891001E+03, 1.611969012E+03,-1.171504769E+04, 0.000000000E+00, 0.000000000E+00, 1.294245672E+04, 3.404994483E+04, 2.949939828E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1139, 6.138000000E+00, 1.000000000E-03, 0.000000000E+00, 1.026951606E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.603384352E+07, 7.097705703E+10, 0.000000000E+00, 8.256751800E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.880428376E+04,-3.839676483E+03, 0.000000000E+00, 2.064187950E+04, 0.000000000E+00, 7.520524764E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.140372045E+03, 1.629369746E+03,-1.176012489E+04, 0.000000000E+00, 0.000000000E+00, 1.312135474E+04, 3.401028713E+04, 2.914182000E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1140, 6.139000000E+00, 1.000000000E-03, 0.000000000E+00, 1.026485208E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.606314683E+07, 7.097708360E+10, 0.000000000E+00, 8.256752900E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.895566407E+04,-3.883196857E+03, 0.000000000E+00, 2.064188225E+04, 0.000000000E+00, 7.671899570E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.164759600E+03, 1.646534662E+03,-1.178118080E+04, 0.000000000E+00, 0.000000000E+00, 1.296998268E+04, 3.397149057E+04, 2.921040299E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1141, 6.140000000E+00, 1.000000000E-03, 0.000000000E+00, 1.026018207E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.609259318E+07, 7.097711011E+10, 0.000000000E+00, 8.256754000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.903823813E+04,-3.924907401E+03, 0.000000000E+00, 2.064188500E+04, 0.000000000E+00, 7.754468132E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.190033541E+03, 1.663951153E+03,-1.176967300E+04, 0.000000000E+00, 0.000000000E+00, 1.288741687E+04, 3.394120186E+04, 2.935391525E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1142, 6.141000000E+00, 1.000000000E-03, 0.000000000E+00, 1.025550658E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.612178337E+07, 7.097713675E+10, 0.000000000E+00, 8.256755100E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.905200592E+04,-3.968455426E+03, 0.000000000E+00, 2.064188775E+04, 0.000000000E+00, 7.768230423E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.215158874E+03, 1.681287251E+03,-1.188595516E+04, 0.000000000E+00, 0.000000000E+00, 1.287365733E+04, 3.391406887E+04, 2.910131773E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1143, 6.142000000E+00, 1.000000000E-03, 0.000000000E+00, 1.025096934E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.615043694E+07, 7.097716326E+10, 0.000000000E+00, 8.256756200E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.849468141E+04,-4.010788883E+03, 0.000000000E+00, 2.064189050E+04, 0.000000000E+00, 7.210900415E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.240652526E+03, 1.698744366E+03,-1.197695428E+04, 0.000000000E+00, 0.000000000E+00, 1.343099009E+04, 3.387600619E+04, 2.856891242E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1144, 6.143000000E+00, 1.000000000E-03, 0.000000000E+00, 1.024636163E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.617928928E+07, 7.097718989E+10, 0.000000000E+00, 8.256757300E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.887312258E+04,-4.054747941E+03, 0.000000000E+00, 2.064189325E+04, 0.000000000E+00, 7.589336085E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.265978646E+03, 1.716120740E+03,-1.202973929E+04, 0.000000000E+00, 0.000000000E+00, 1.305255717E+04, 3.382735342E+04, 2.876562885E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1145, 6.144000000E+00, 1.000000000E-03, 0.000000000E+00, 1.024180265E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.620784664E+07, 7.097721675E+10, 0.000000000E+00, 8.256758400E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.874239709E+04,-4.098155543E+03, 0.000000000E+00, 2.064189600E+04, 0.000000000E+00, 7.458605088E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.292030923E+03, 1.733676841E+03,-1.193092156E+04, 0.000000000E+00, 0.000000000E+00, 1.318329091E+04, 3.378922612E+04, 2.846979076E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1146, 6.145000000E+00, 1.000000000E-03, 0.000000000E+00, 1.023727806E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.623638636E+07, 7.097724358E+10, 0.000000000E+00, 8.256759500E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.874928421E+04,-4.140376621E+03, 0.000000000E+00, 2.064189875E+04, 0.000000000E+00, 7.465486715E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.317588475E+03, 1.751186545E+03,-1.197355558E+04, 0.000000000E+00, 0.000000000E+00, 1.317641204E+04, 3.375682725E+04, 2.845437815E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1147, 6.146000000E+00, 1.000000000E-03, 0.000000000E+00, 1.023278110E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.626467714E+07, 7.097727031E+10, 0.000000000E+00, 8.256760600E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.864608120E+04,-4.179933455E+03, 0.000000000E+00, 2.064190150E+04, 0.000000000E+00, 7.362278202E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.342701701E+03, 1.768528879E+03,-1.222538233E+04, 0.000000000E+00, 0.000000000E+00, 1.327962330E+04, 3.371850652E+04, 2.820304045E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1148, 6.147000000E+00, 1.000000000E-03, 0.000000000E+00, 1.022827127E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.629282348E+07, 7.097729722E+10, 0.000000000E+00, 8.256761700E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.872865530E+04,-4.222003596E+03, 0.000000000E+00, 2.064190425E+04, 0.000000000E+00, 7.444846799E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.366812273E+03, 1.785419867E+03,-1.223710655E+04, 0.000000000E+00, 0.000000000E+00, 1.319705745E+04, 3.366959045E+04, 2.806499000E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1149, 6.148000000E+00, 1.000000000E-03, 0.000000000E+00, 1.022380099E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.632083142E+07, 7.097732423E+10, 0.000000000E+00, 8.256762800E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.869425861E+04,-4.265082681E+03, 0.000000000E+00, 2.064190700E+04, 0.000000000E+00, 7.410444613E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.390927149E+03, 1.802337866E+03,-1.222071757E+04, 0.000000000E+00, 0.000000000E+00, 1.323146239E+04, 3.363033297E+04, 2.792433145E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1150, 6.149000000E+00, 1.000000000E-03, 0.000000000E+00, 1.021934421E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.634889208E+07, 7.097735119E+10, 0.000000000E+00, 8.256763900E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.872178765E+04,-4.307772093E+03, 0.000000000E+00, 2.064190975E+04, 0.000000000E+00, 7.437968147E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.415793700E+03, 1.819699569E+03,-1.222583452E+04, 0.000000000E+00, 0.000000000E+00, 1.320394160E+04, 3.359587590E+04, 2.797891998E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1151, 6.150000000E+00, 1.000000000E-03, 0.000000000E+00, 1.021486385E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.637707208E+07, 7.097737810E+10, 0.000000000E+00, 8.256765000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.884564561E+04,-4.350930731E+03, 0.000000000E+00, 2.064191250E+04, 0.000000000E+00, 7.561820612E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.440934207E+03, 1.837218348E+03,-1.226877785E+04, 0.000000000E+00, 0.000000000E+00, 1.308009189E+04, 3.355952278E+04, 2.809935192E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1152, 6.151000000E+00, 1.000000000E-03, 0.000000000E+00, 1.021033460E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.640539929E+07, 7.097740516E+10, 0.000000000E+00, 8.256766100E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.909335510E+04,-4.392258629E+03, 0.000000000E+00, 2.064191525E+04, 0.000000000E+00, 7.809524603E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.466556838E+03, 1.854706580E+03,-1.220628669E+04, 0.000000000E+00, 0.000000000E+00, 1.283239065E+04, 3.352661666E+04, 2.824400134E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1153, 6.152000000E+00, 1.000000000E-03, 0.000000000E+00, 1.020591621E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.643323255E+07, 7.097743224E+10, 0.000000000E+00, 8.256767200E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.868740392E+04,-4.432888651E+03, 0.000000000E+00, 2.064191800E+04, 0.000000000E+00, 7.403567923E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.491187279E+03, 1.871822057E+03,-1.225079704E+04, 0.000000000E+00, 0.000000000E+00, 1.323835008E+04, 3.350181494E+04, 2.775232819E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1154, 6.153000000E+00, 1.000000000E-03, 0.000000000E+00, 1.020144767E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.646107683E+07, 7.097745941E+10, 0.000000000E+00, 8.256768300E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.893511346E+04,-4.474790711E+03, 0.000000000E+00, 2.064192075E+04, 0.000000000E+00, 7.651271958E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.515246000E+03, 1.888665585E+03,-1.239061411E+04, 0.000000000E+00, 0.000000000E+00, 1.299064879E+04, 3.347076253E+04, 2.776480431E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1155, 6.154000000E+00, 1.000000000E-03, 0.000000000E+00, 1.019695919E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.648925291E+07, 7.097748647E+10, 0.000000000E+00, 8.256769400E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.914153921E+04,-4.515042543E+03, 0.000000000E+00, 2.064192350E+04, 0.000000000E+00, 7.857692212E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.539570297E+03, 1.905702259E+03,-1.235582754E+04, 0.000000000E+00, 0.000000000E+00, 1.278423129E+04, 3.344328424E+04, 2.809684646E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1156, 6.155000000E+00, 1.000000000E-03, 0.000000000E+00, 1.019252220E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.651692420E+07, 7.097751369E+10, 0.000000000E+00, 8.256770500E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.891448457E+04,-4.552169053E+03, 0.000000000E+00, 2.064192625E+04, 0.000000000E+00, 7.630632070E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.563798493E+03, 1.922508086E+03,-1.246963768E+04, 0.000000000E+00, 0.000000000E+00, 1.301129418E+04, 3.341801079E+04, 2.759324519E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1157, 6.156000000E+00, 1.000000000E-03, 0.000000000E+00, 1.018807804E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.654478538E+07, 7.097754078E+10, 0.000000000E+00, 8.256771600E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.905210395E+04,-4.592843677E+03, 0.000000000E+00, 2.064192900E+04, 0.000000000E+00, 7.768245947E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.586087422E+03, 1.938593611E+03,-1.252377312E+04, 0.000000000E+00, 0.000000000E+00, 1.287368305E+04, 3.339400457E+04, 2.777910107E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1158, 6.157000000E+00, 1.000000000E-03, 0.000000000E+00, 1.018363578E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.657250631E+07, 7.097756809E+10, 0.000000000E+00, 8.256772700E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.908651370E+04,-4.632673611E+03, 0.000000000E+00, 2.064193175E+04, 0.000000000E+00, 7.802650202E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.609918428E+03, 1.955051832E+03,-1.246794133E+04, 0.000000000E+00, 0.000000000E+00, 1.283928155E+04, 3.336773723E+04, 2.764035877E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1159, 6.158000000E+00, 1.000000000E-03, 0.000000000E+00, 1.017922325E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.660009622E+07, 7.097759549E+10, 0.000000000E+00, 8.256773800E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.904523637E+04,-4.674115477E+03, 0.000000000E+00, 2.064193450E+04, 0.000000000E+00, 7.761367372E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.633168169E+03, 1.971377427E+03,-1.243539986E+04, 0.000000000E+00, 0.000000000E+00, 1.288056713E+04, 3.334663541E+04, 2.751086755E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1160, 6.159000000E+00, 1.000000000E-03, 0.000000000E+00, 1.017492868E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.662712772E+07, 7.097762279E+10, 0.000000000E+00, 8.256774900E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.855671706E+04,-4.714462941E+03, 0.000000000E+00, 2.064193725E+04, 0.000000000E+00, 7.272842558E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.657566478E+03, 1.987890359E+03,-1.259820740E+04, 0.000000000E+00, 0.000000000E+00, 1.336909469E+04, 3.331247404E+04, 2.695843198E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1161, 6.160000000E+00, 1.000000000E-03, 0.000000000E+00, 1.017064404E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.665414947E+07, 7.097764992E+10, 0.000000000E+00, 8.256776000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.847415577E+04,-4.754287390E+03, 0.000000000E+00, 2.064194000E+04, 0.000000000E+00, 7.190275767E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.681562216E+03, 2.004239964E+03,-1.268333642E+04, 0.000000000E+00, 0.000000000E+00, 1.345166423E+04, 3.325823284E+04, 2.694898568E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1162, 6.161000000E+00, 1.000000000E-03, 0.000000000E+00, 1.016631274E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.668121321E+07, 7.097767730E+10, 0.000000000E+00, 8.256777100E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.872186554E+04,-4.794591213E+03, 0.000000000E+00, 2.064194275E+04, 0.000000000E+00, 7.437980038E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.705865138E+03, 2.020557246E+03,-1.262082127E+04, 0.000000000E+00, 0.000000000E+00, 1.320396271E+04, 3.320578125E+04, 2.698992161E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1163, 6.162000000E+00, 1.000000000E-03, 0.000000000E+00, 1.016197695E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.670834289E+07, 7.097770477E+10, 0.000000000E+00, 8.256778200E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.887324630E+04,-4.833451347E+03, 0.000000000E+00, 2.064194550E+04, 0.000000000E+00, 7.589355296E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.729074982E+03, 2.036724104E+03,-1.259551361E+04, 0.000000000E+00, 0.000000000E+00, 1.305259020E+04, 3.316986196E+04, 2.705393596E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1164, 6.163000000E+00, 1.000000000E-03, 0.000000000E+00, 1.015760211E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.673574112E+07, 7.097773234E+10, 0.000000000E+00, 8.256779300E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.912783683E+04,-4.874189032E+03, 0.000000000E+00, 2.064194825E+04, 0.000000000E+00, 7.843940335E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.752397525E+03, 2.052812117E+03,-1.246287768E+04, 0.000000000E+00, 0.000000000E+00, 1.279800792E+04, 3.314610553E+04, 2.732090310E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1165, 6.164000000E+00, 1.000000000E-03, 0.000000000E+00, 1.015327241E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.676285375E+07, 7.097775990E+10, 0.000000000E+00, 8.256780400E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.898334972E+04,-4.911802049E+03, 0.000000000E+00, 2.064195100E+04, 0.000000000E+00, 7.699447723E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.776180860E+03, 2.069009367E+03,-1.261238678E+04, 0.000000000E+00, 0.000000000E+00, 1.294250328E+04, 3.312835097E+04, 2.703797535E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1166, 6.165000000E+00, 1.000000000E-03, 0.000000000E+00, 1.014895408E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.679000655E+07, 7.097778743E+10, 0.000000000E+00, 8.256781500E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.896959495E+04,-4.950236871E+03, 0.000000000E+00, 2.064195375E+04, 0.000000000E+00, 7.685687446E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.799141124E+03, 2.084810842E+03,-1.256743117E+04, 0.000000000E+00, 0.000000000E+00, 1.295626630E+04, 3.311293941E+04, 2.707788128E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1167, 6.166000000E+00, 1.000000000E-03, 0.000000000E+00, 1.014470341E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.681676201E+07, 7.097781504E+10, 0.000000000E+00, 8.256782600E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.866685277E+04,-4.992290520E+03, 0.000000000E+00, 2.064195650E+04, 0.000000000E+00, 7.382939775E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.822254484E+03, 2.100519956E+03,-1.256592428E+04, 0.000000000E+00, 0.000000000E+00, 1.325901673E+04, 3.308902420E+04, 2.668137169E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1168, 6.167000000E+00, 1.000000000E-03, 0.000000000E+00, 1.014039216E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.684381209E+07, 7.097784250E+10, 0.000000000E+00, 8.256783700E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.899713061E+04,-5.033448498E+03, 0.000000000E+00, 2.064195925E+04, 0.000000000E+00, 7.713212106E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.846704611E+03, 2.116705956E+03,-1.273909478E+04, 0.000000000E+00, 0.000000000E+00, 1.292874714E+04, 3.304691333E+04, 2.697826034E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1169, 6.168000000E+00, 1.000000000E-03, 0.000000000E+00, 1.013610489E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.687079348E+07, 7.097787007E+10, 0.000000000E+00, 8.256784800E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.889392732E+04,-5.076137046E+03, 0.000000000E+00, 2.064196200E+04, 0.000000000E+00, 7.610003324E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.871336399E+03, 2.132951610E+03,-1.256270664E+04, 0.000000000E+00, 0.000000000E+00, 1.303195868E+04, 3.300575122E+04, 2.690446879E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1170, 6.169000000E+00, 1.000000000E-03, 0.000000000E+00, 1.013187696E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.689731222E+07, 7.097789781E+10, 0.000000000E+00, 8.256785900E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.868751419E+04,-5.117699134E+03, 0.000000000E+00, 2.064196475E+04, 0.000000000E+00, 7.403584690E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.897325109E+03, 2.149514041E+03,-1.264071928E+04, 0.000000000E+00, 0.000000000E+00, 1.323838006E+04, 3.296835725E+04, 2.644799376E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1171, 6.170000000E+00, 1.000000000E-03, 0.000000000E+00, 1.012764193E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.692405233E+07, 7.097792545E+10, 0.000000000E+00, 8.256787000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.879073051E+04,-5.158935673E+03, 0.000000000E+00, 2.064196750E+04, 0.000000000E+00, 7.506795514E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.921901752E+03, 2.165811555E+03,-1.260764029E+04, 0.000000000E+00, 0.000000000E+00, 1.313517199E+04, 3.292810781E+04, 2.666908082E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1172, 6.171000000E+00, 1.000000000E-03, 0.000000000E+00, 1.012341000E+02, 4.714644424E+05, 0.000000000E+00, 0.000000000E+00, 1.695063413E+07, 7.097795327E+10, 0.000000000E+00, 8.256788100E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.875633373E+04,-5.197397587E+03, 0.000000000E+00, 2.064197025E+04, 0.000000000E+00, 7.472393231E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.946801364E+03, 2.182151685E+03,-1.252284982E+04, 0.000000000E+00, 0.000000000E+00, 1.316957702E+04, 3.289376397E+04, 2.651276451E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
