name,E_arc_total,T_gas_max,T_gas_min,T_liquid_max,T_liquid_min,T_solid_max,T_solid_min,alpha_liquid_max,alpha_liquid_min,alpha_solid_max,alpha_solid_min,exit,m_gas_final,m_liq_final,m_melted_total,m_sol_final,n_snapshots,n_steps,pressure_max,pressure_min,t_final,wall_s
dpart_050,9772701180.005499,1759.2193752114533,300.0,1813.096208224006,5.481015516973987,1814.242213850726,-456.64845734802964,0.014113049820479742,0.0,0.6537218196160667,0.0,0,98.52245324,6.81214821,512.3835647075342,471457.6302,25,115000.0,1342321.2809932753,-2000000.0,119.999,8692.9
dpart_150,9772701180.005499,726.9267784483819,300.0,300.0,300.0,726.8704142843839,300.0,0.0,0.0,0.6537218196160667,0.0,0,85.50032325,0.0,0.0,471464.4424,25,115000.0,2000000.0,-2000000.0,119.999,7435.8
