step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in,m_flux_in,E_flux_in,m_fe_yield,m_fe_return,E_slag_ox,E_slag_red,E_rad_foam,E_iph_sol,E_iph_gas,E_iph_liq
7216, 1.443200000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212662E+02, 6.570020821E+04, 0.000000000E+00, 5.795996694E+03, 5.417184286E+06, 8.491264493E+09, 0.000000000E+00, 8.265875200E+07, 7.092569532E-01,-9.355924697E-04, 0.000000000E+00, 1.185342464E+05, 3.945022906E+01, 0.000000000E+00, 4.678252339E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.163852953E+02, 8.542503168E+01,-7.713274506E+04, 0.000000000E+00, 2.791358227E+02, 0.000000000E+00,-6.165181646E+06, 2.911215955E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.790977039E+04, 3.790930275E+04, 4.676372362E-01
7217, 1.443400000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212647E+02, 6.570020821E+04, 0.000000000E+00, 5.795785246E+03, 5.417213918E+06, 8.491349321E+09, 0.000000000E+00, 8.265877400E+07, 7.092571592E-01,-9.354805031E-04, 0.000000000E+00, 1.185342797E+05, 3.945371566E+01, 0.000000000E+00, 4.678253401E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.163922055E+02, 8.542909443E+01,-7.716241017E+04, 0.000000000E+00, 2.811074124E+02, 0.000000000E+00,-6.165264223E+06, 2.910158634E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.788117972E+04, 3.788071208E+04, 4.676399044E-01
7218, 1.443600000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212631E+02, 6.570020821E+04, 0.000000000E+00, 5.795573273E+03, 5.417243537E+06, 8.491434123E+09, 0.000000000E+00, 8.265879600E+07, 7.092573652E-01,-9.353682757E-04, 0.000000000E+00, 1.185343131E+05, 3.945720319E+01, 0.000000000E+00, 4.678254464E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.163991163E+02, 8.543315691E+01,-7.719206521E+04, 0.000000000E+00, 2.831057709E+02, 0.000000000E+00,-6.165346850E+06, 2.909097375E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.785259931E+04, 3.785213166E+04, 4.676423356E-01
7219, 1.443800000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212615E+02, 6.570020821E+04, 0.000000000E+00, 5.795360773E+03, 5.417273146E+06, 8.491518898E+09, 0.000000000E+00, 8.265881800E+07, 7.092575712E-01,-9.352557871E-04, 0.000000000E+00, 1.185343465E+05, 3.946069169E+01, 0.000000000E+00, 4.678255526E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164060278E+02, 8.543721915E+01,-7.722170929E+04, 0.000000000E+00, 2.851314427E+02, 0.000000000E+00,-6.165429504E+06, 2.908043262E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.782402913E+04, 3.782356148E+04, 4.676445300E-01
7220, 1.444000000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212600E+02, 6.570020821E+04, 0.000000000E+00, 5.795147747E+03, 5.417302744E+06, 8.491603647E+09, 0.000000000E+00, 8.265884000E+07, 7.092577772E-01,-9.351430371E-04, 0.000000000E+00, 1.185343799E+05, 3.946418119E+01, 0.000000000E+00, 4.678256589E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164129400E+02, 8.544128114E+01,-7.725134333E+04, 0.000000000E+00, 2.871849867E+02, 0.000000000E+00,-6.165512208E+06, 2.906985061E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.779546917E+04, 3.779500152E+04, 4.676464879E-01
7221, 1.444200000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212584E+02, 6.570020821E+04, 0.000000000E+00, 5.794934193E+03, 5.417332330E+06, 8.491688370E+09, 0.000000000E+00, 8.265886200E+07, 7.092579832E-01,-9.350300253E-04, 0.000000000E+00, 1.185344132E+05, 3.946767171E+01, 0.000000000E+00, 4.678257651E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164198529E+02, 8.544534292E+01,-7.728096649E+04, 0.000000000E+00, 2.892669771E+02, 0.000000000E+00,-6.165594939E+06, 2.905933376E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.776691942E+04, 3.776645177E+04, 4.676482094E-01
7222, 1.444400000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212569E+02, 6.570020821E+04, 0.000000000E+00, 5.794720111E+03, 5.417361905E+06, 8.491773066E+09, 0.000000000E+00, 8.265888400E+07, 7.092581892E-01,-9.349167516E-04, 0.000000000E+00, 1.185344466E+05, 3.947116328E+01, 0.000000000E+00, 4.678258714E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164267666E+02, 8.544940449E+01,-7.731057957E+04, 0.000000000E+00, 2.913780042E+02, 0.000000000E+00,-6.165677718E+06, 2.904878559E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.773837986E+04, 3.773791221E+04, 4.676496948E-01
7223, 1.444600000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212553E+02, 6.570020821E+04, 0.000000000E+00, 5.794505500E+03, 5.417391469E+06, 8.491857735E+09, 0.000000000E+00, 8.265890600E+07, 7.092583952E-01,-9.348032155E-04, 0.000000000E+00, 1.185344800E+05, 3.947465593E+01, 0.000000000E+00, 4.678259776E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164336811E+02, 8.545346587E+01,-7.734018188E+04, 0.000000000E+00, 2.935186743E+02, 0.000000000E+00,-6.165760525E+06, 2.903830085E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.770985047E+04, 3.770938282E+04, 4.676509442E-01
7224, 1.444800000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212538E+02, 6.570020821E+04, 0.000000000E+00, 5.794290360E+03, 5.417421022E+06, 8.491942378E+09, 0.000000000E+00, 8.265892800E+07, 7.092586012E-01,-9.346894168E-04, 0.000000000E+00, 1.185345134E+05, 3.947814969E+01, 0.000000000E+00, 4.678260838E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164405965E+02, 8.545752707E+01,-7.736977406E+04, 0.000000000E+00, 2.956896108E+02, 0.000000000E+00,-6.165843381E+06, 2.902778521E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.768133125E+04, 3.768086360E+04, 4.676519578E-01
7225, 1.445000000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212522E+02, 6.570020821E+04, 0.000000000E+00, 5.794074689E+03, 5.417450564E+06, 8.492026995E+09, 0.000000000E+00, 8.265895000E+07, 7.092588072E-01,-9.345753552E-04, 0.000000000E+00, 1.185345467E+05, 3.948164460E+01, 0.000000000E+00, 4.678261901E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164475129E+02, 8.546158811E+01,-7.739935556E+04, 0.000000000E+00, 2.978914544E+02, 0.000000000E+00,-6.165926265E+06, 2.901732903E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.765282217E+04, 3.765235452E+04, 4.676527359E-01
7226, 1.445200000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212507E+02, 6.570020821E+04, 0.000000000E+00, 5.793858488E+03, 5.417480094E+06, 8.492111586E+09, 0.000000000E+00, 8.265897200E+07, 7.092590132E-01,-9.344610305E-04, 0.000000000E+00, 1.185345801E+05, 3.948514069E+01, 0.000000000E+00, 4.678262963E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164544301E+02, 8.546564900E+01,-7.742892694E+04, 0.000000000E+00, 3.001248642E+02, 0.000000000E+00,-6.166009200E+06, 2.900683886E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.762432322E+04, 3.762385557E+04, 4.676532786E-01
7227, 1.445400000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212491E+02, 6.570020821E+04, 0.000000000E+00, 5.793641755E+03, 5.417509613E+06, 8.492196150E+09, 0.000000000E+00, 8.265899400E+07, 7.092592192E-01,-9.343464422E-04, 0.000000000E+00, 1.185346135E+05, 3.948863798E+01, 0.000000000E+00, 4.678264026E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164613484E+02, 8.546970976E+01,-7.745848763E+04, 0.000000000E+00, 3.023905178E+02, 0.000000000E+00,-6.166092162E+06, 2.899641721E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.759583439E+04, 3.759536674E+04, 4.676535860E-01
7228, 1.445600000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212476E+02, 6.570020821E+04, 0.000000000E+00, 5.793424490E+03, 5.417539122E+06, 8.492280688E+09, 0.000000000E+00, 8.265901600E+07, 7.092594252E-01,-9.342315902E-04, 0.000000000E+00, 1.185346469E+05, 3.949213652E+01, 0.000000000E+00, 4.678265088E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164682677E+02, 8.547377041E+01,-7.748803829E+04, 0.000000000E+00, 3.046891123E+02, 0.000000000E+00,-6.166175175E+06, 2.898596027E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.756735565E+04, 3.756688799E+04, 4.676536585E-01
7229, 1.445800000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212460E+02, 6.570020821E+04, 0.000000000E+00, 5.793206691E+03, 5.417568619E+06, 8.492365200E+09, 0.000000000E+00, 8.265903800E+07, 7.092596312E-01,-9.341164741E-04, 0.000000000E+00, 1.185346802E+05, 3.949563634E+01, 0.000000000E+00, 4.678266151E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164751881E+02, 8.547783096E+01,-7.751757825E+04, 0.000000000E+00, 3.070213651E+02, 0.000000000E+00,-6.166258215E+06, 2.897557195E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.753888699E+04, 3.753841934E+04, 4.676534961E-01
7230, 1.446000000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212445E+02, 6.570020821E+04, 0.000000000E+00, 5.792988359E+03, 5.417598105E+06, 8.492449686E+09, 0.000000000E+00, 8.265906000E+07, 7.092598372E-01,-9.340010937E-04, 0.000000000E+00, 1.185347136E+05, 3.949913747E+01, 0.000000000E+00, 4.678267213E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164821097E+02, 8.548189143E+01,-7.754710823E+04, 0.000000000E+00, 3.093880141E+02, 0.000000000E+00,-6.166341307E+06, 2.896514956E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.751042839E+04, 3.750996074E+04, 4.676530990E-01
7231, 1.446200000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212429E+02, 6.570020821E+04, 0.000000000E+00, 5.792769492E+03, 5.417627580E+06, 8.492534146E+09, 0.000000000E+00, 8.265908200E+07, 7.092600432E-01,-9.338854486E-04, 0.000000000E+00, 1.185347470E+05, 3.950263995E+01, 0.000000000E+00, 4.678268276E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164890324E+02, 8.548595183E+01,-7.757662756E+04, 0.000000000E+00, 3.117898191E+02, 0.000000000E+00,-6.166424426E+06, 2.895479510E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.748197985E+04, 3.748151220E+04, 4.676524673E-01
7232, 1.446400000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212414E+02, 6.570020821E+04, 0.000000000E+00, 5.792550090E+03, 5.417657044E+06, 8.492618580E+09, 0.000000000E+00, 8.265910400E+07, 7.092602492E-01,-9.337695385E-04, 0.000000000E+00, 1.185347804E+05, 3.950614382E+01, 0.000000000E+00, 4.678269338E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.164959564E+02, 8.549001220E+01,-7.760613693E+04, 0.000000000E+00, 3.142275622E+02, 0.000000000E+00,-6.166507595E+06, 2.894440675E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.745354133E+04, 3.745307368E+04, 4.676516014E-01
7233, 1.446600000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212398E+02, 6.570020821E+04, 0.000000000E+00, 5.792330153E+03, 5.417686497E+06, 8.492702988E+09, 0.000000000E+00, 8.265912600E+07, 7.092604552E-01,-9.336533632E-04, 0.000000000E+00, 1.185348137E+05, 3.950964911E+01, 0.000000000E+00, 4.678270400E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165028817E+02, 8.549407253E+01,-7.763563568E+04, 0.000000000E+00, 3.167020488E+02, 0.000000000E+00,-6.166590793E+06, 2.893408816E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.742511282E+04, 3.742464517E+04, 4.676505013E-01
7234, 1.446800000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212383E+02, 6.570020821E+04, 0.000000000E+00, 5.792109678E+03, 5.417715938E+06, 8.492787371E+09, 0.000000000E+00, 8.265914800E+07, 7.092606612E-01,-9.335369223E-04, 0.000000000E+00, 1.185348471E+05, 3.951315586E+01, 0.000000000E+00, 4.678271463E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165098083E+02, 8.549813286E+01,-7.766512451E+04, 0.000000000E+00, 3.192141083E+02, 0.000000000E+00,-6.166674042E+06, 2.892373489E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.739669431E+04, 3.739622666E+04, 4.676491671E-01
7235, 1.447000000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212367E+02, 6.570020821E+04, 0.000000000E+00, 5.791888667E+03, 5.417745369E+06, 8.492871727E+09, 0.000000000E+00, 8.265917000E+07, 7.092608672E-01,-9.334202156E-04, 0.000000000E+00, 1.185348805E+05, 3.951666412E+01, 0.000000000E+00, 4.678272525E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165167363E+02, 8.550219320E+01,-7.769460277E+04, 0.000000000E+00, 3.217645952E+02, 0.000000000E+00,-6.166757319E+06, 2.891344545E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.736828577E+04, 3.736781812E+04, 4.676475991E-01
7236, 1.447200000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212352E+02, 6.570020821E+04, 0.000000000E+00, 5.791667117E+03, 5.417774789E+06, 8.492956057E+09, 0.000000000E+00, 8.265919200E+07, 7.092610732E-01,-9.333032427E-04, 0.000000000E+00, 1.185349139E+05, 3.952017392E+01, 0.000000000E+00, 4.678273588E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165236658E+02, 8.550625357E+01,-7.772407111E+04, 0.000000000E+00, 3.243543899E+02, 0.000000000E+00,-6.166840647E+06, 2.890312851E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.733988719E+04, 3.733941954E+04, 4.676457975E-01
7237, 1.447400000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212337E+02, 6.570020821E+04, 0.000000000E+00, 5.791445028E+03, 5.417804197E+06, 8.493040362E+09, 0.000000000E+00, 8.265921400E+07, 7.092612792E-01,-9.331860034E-04, 0.000000000E+00, 1.185349473E+05, 3.952368530E+01, 0.000000000E+00, 4.678274650E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165305968E+02, 8.551031400E+01,-7.775352894E+04, 0.000000000E+00, 3.269843998E+02, 0.000000000E+00,-6.166924003E+06, 2.889288015E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.731149855E+04, 3.731103091E+04, 4.676437622E-01
7238, 1.447600000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212321E+02, 6.570020821E+04, 0.000000000E+00, 5.791222400E+03, 5.417833595E+06, 8.493124641E+09, 0.000000000E+00, 8.265923600E+07, 7.092614852E-01,-9.330684973E-04, 0.000000000E+00, 1.185349806E+05, 3.952719832E+01, 0.000000000E+00, 4.678275713E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165375294E+02, 8.551437449E+01,-7.778297689E+04, 0.000000000E+00, 3.296555602E+02, 0.000000000E+00,-6.167007412E+06, 2.888259878E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.728311983E+04, 3.728265219E+04, 4.676414936E-01
7239, 1.447800000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212306E+02, 6.570020821E+04, 0.000000000E+00, 5.790999232E+03, 5.417862982E+06, 8.493208894E+09, 0.000000000E+00, 8.265925800E+07, 7.092616912E-01,-9.329507241E-04, 0.000000000E+00, 1.185350140E+05, 3.953071300E+01, 0.000000000E+00, 4.678276775E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165444636E+02, 8.551843508E+01,-7.781241434E+04, 0.000000000E+00, 3.323688355E+02, 0.000000000E+00,-6.167090850E+06, 2.887238606E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.725475102E+04, 3.725428338E+04, 4.676389917E-01
7240, 1.448000000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212290E+02, 6.570020821E+04, 0.000000000E+00, 5.790775522E+03, 5.417892357E+06, 8.493293122E+09, 0.000000000E+00, 8.265928000E+07, 7.092618972E-01,-9.328326836E-04, 0.000000000E+00, 1.185350474E+05, 3.953422940E+01, 0.000000000E+00, 4.678277838E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165513995E+02, 8.552249578E+01,-7.784184198E+04, 0.000000000E+00, 3.351252203E+02, 0.000000000E+00,-6.167174341E+06, 2.886214230E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.722639209E+04, 3.722592445E+04, 4.676362567E-01
7241, 1.448200000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212275E+02, 6.570020821E+04, 0.000000000E+00, 5.790551271E+03, 5.417921722E+06, 8.493377324E+09, 0.000000000E+00, 8.265930200E+07, 7.092621032E-01,-9.327143754E-04, 0.000000000E+00, 1.185350808E+05, 3.953774756E+01, 0.000000000E+00, 4.678278900E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165583371E+02, 8.552655662E+01,-7.787125910E+04, 0.000000000E+00, 3.379257406E+02, 0.000000000E+00,-6.167257859E+06, 2.885197451E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.719804302E+04, 3.719757539E+04, 4.676332887E-01
7242, 1.448400000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212260E+02, 6.570020821E+04, 0.000000000E+00, 5.790326477E+03, 5.417951076E+06, 8.493461501E+09, 0.000000000E+00, 8.265932400E+07, 7.092623092E-01,-9.325957992E-04, 0.000000000E+00, 1.185351141E+05, 3.954126752E+01, 0.000000000E+00, 4.678279962E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165652766E+02, 8.553061763E+01,-7.790066650E+04, 0.000000000E+00, 3.407714550E+02, 0.000000000E+00,-6.167341430E+06, 2.884177521E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.716970379E+04, 3.716923616E+04, 4.676300880E-01
7243, 1.448600000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212244E+02, 6.570020821E+04, 0.000000000E+00, 5.790101141E+03, 5.417980418E+06, 8.493545652E+09, 0.000000000E+00, 8.265934600E+07, 7.092625152E-01,-9.324769547E-04, 0.000000000E+00, 1.185351475E+05, 3.954478935E+01, 0.000000000E+00, 4.678281025E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165722180E+02, 8.553467881E+01,-7.793006339E+04, 0.000000000E+00, 3.436634561E+02, 0.000000000E+00,-6.167425028E+06, 2.883165165E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.714137439E+04, 3.714090676E+04, 4.676266545E-01
7244, 1.448800000E+01, 2.000000000E-03, 8.135822935E-03, 1.910212229E+02, 6.570020821E+04, 0.000000000E+00, 5.789875260E+03, 5.418009750E+06, 8.493629778E+09, 0.000000000E+00, 8.265936800E+07, 7.092627212E-01,-9.323578416E-04, 0.000000000E+00, 1.185351809E+05, 3.954831308E+01, 0.000000000E+00, 4.678282087E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.165791613E+02, 8.553874020E+01,-7.795945059E+04, 0.000000000E+00, 3.466028718E+02, 0.000000000E+00,-6.167508678E+06, 2.882149828E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.711305478E+04, 3.711258716E+04, 4.676229885E-01
