step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in,m_flux_in,E_flux_in,m_fe_yield,m_fe_return,E_slag_ox,E_slag_red,E_rad_foam,E_iph_sol,E_iph_gas,E_iph_liq
2180, 4.360000000E+00, 2.000000000E-03, 1.203724465E-03, 1.952225553E+02, 6.570061140E+04, 0.000000000E+00, 6.466953262E+02, 3.995175658E+06, 8.147078429E+09, 0.000000000E+00, 8.254796000E+07, 0.000000000E+00,-9.022632973E-05, 0.000000000E+00, 9.417198520E+04, 5.025539107E+01, 0.000000000E+00, 7.092392717E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.852165860E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.087352869E+02, 6.599823379E+01, 8.352812625E+03, 0.000000000E+00, 5.768444648E+03, 0.000000000E+00,-4.818351262E+06, 5.950050496E+01,-4.349369896E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.918203463E+04, 9.918648176E+04,-4.447129352E+00
2181, 4.362000000E+00, 2.000000000E-03, 1.199055296E-03, 1.952225839E+02, 6.570061141E+04, 0.000000000E+00, 6.433435377E+02, 3.995231892E+06, 8.147254138E+09, 0.000000000E+00, 8.254798200E+07, 0.000000000E+00,-9.004076610E-05, 0.000000000E+00, 9.417201053E+04, 5.030427618E+01, 0.000000000E+00, 7.092394584E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.669169263E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.088049091E+02, 6.602544135E+01, 8.272944952E+03, 0.000000000E+00, 5.776592308E+03, 0.000000000E+00,-4.818638902E+06, 5.947639610E+01,-4.185886534E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.911405645E+04, 9.911833943E+04,-4.282988467E+00
2182, 4.364000000E+00, 2.000000000E-03, 1.194561666E-03, 1.952225478E+02, 6.570061141E+04, 0.000000000E+00, 6.401189531E+02, 3.995288061E+06, 8.147429806E+09, 0.000000000E+00, 8.254800400E+07, 0.000000000E+00,-8.986286254E-05, 0.000000000E+00, 9.417203587E+04, 5.035267356E+01, 0.000000000E+00, 7.092396450E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.493630298E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.088745652E+02, 6.605266020E+01, 8.226395604E+03, 0.000000000E+00, 5.784840940E+03, 0.000000000E+00,-4.818934082E+06, 5.941502056E+01,-4.029045752E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.906589489E+04, 9.907002040E+04,-4.125513947E+00
2183, 4.366000000E+00, 2.000000000E-03, 1.190236441E-03, 1.952225597E+02, 6.570061142E+04, 0.000000000E+00, 6.370164508E+02, 3.995344254E+06, 8.147605420E+09, 0.000000000E+00, 8.254802600E+07, 0.000000000E+00,-8.969232190E-05, 0.000000000E+00, 9.417206121E+04, 5.040129299E+01, 0.000000000E+00, 7.092398316E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.325224814E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.089442567E+02, 6.607989119E+01, 8.168897968E+03, 0.000000000E+00, 5.793192899E+03, 0.000000000E+00,-4.819218650E+06, 5.944129933E+01,-3.878559601E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.900303533E+04, 9.900700975E+04,-3.974416894E+00
2184, 4.368000000E+00, 2.000000000E-03, 1.186072797E-03, 1.952225389E+02, 6.570061142E+04, 0.000000000E+00, 6.340311292E+02, 3.995400385E+06, 8.147780990E+09, 0.000000000E+00, 8.254804800E+07, 0.000000000E+00,-8.952885940E-05, 0.000000000E+00, 9.417208655E+04, 5.044986988E+01, 0.000000000E+00, 7.092400182E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.163643549E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.090139827E+02, 6.610713416E+01, 8.114158053E+03, 0.000000000E+00, 5.801649257E+03, 0.000000000E+00,-4.819513383E+06, 5.938415242E+01,-3.734153325E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.895022879E+04, 9.895405822E+04,-3.829421697E+00
2185, 4.370000000E+00, 2.000000000E-03, 1.182064206E-03, 1.952225336E+02, 6.570061142E+04, 0.000000000E+00, 6.311582973E+02, 3.995456492E+06, 8.147956510E+09, 0.000000000E+00, 8.254807000E+07, 0.000000000E+00,-8.937220202E-05, 0.000000000E+00, 9.417211189E+04, 5.049839731E+01, 0.000000000E+00, 7.092402048E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.008591395E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.090837439E+02, 6.613438914E+01, 8.066445865E+03, 0.000000000E+00, 5.810212800E+03, 0.000000000E+00,-4.819804377E+06, 5.936278478E+01,-3.595564713E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.889270719E+04, 9.889639746E+04,-3.690265269E+00
2186, 4.372000000E+00, 2.000000000E-03, 1.178204419E-03, 1.952225730E+02, 6.570061143E+04, 0.000000000E+00, 6.283934643E+02, 3.995512540E+06, 8.148131968E+09, 0.000000000E+00, 8.254809200E+07, 0.000000000E+00,-8.922208808E-05, 0.000000000E+00, 9.417213723E+04, 5.054757801E+01, 0.000000000E+00, 7.092403914E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.859786739E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.091535401E+02, 6.616165614E+01, 7.976246142E+03, 0.000000000E+00, 5.818885559E+03, 0.000000000E+00,-4.820100590E+06, 5.930790129E+01,-3.462543517E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.882158030E+04, 9.882513700E+04,-3.556696539E+00
2187, 4.374000000E+00, 2.000000000E-03, 1.174487458E-03, 1.952225279E+02, 6.570061143E+04, 0.000000000E+00, 6.257323311E+02, 3.995568570E+06, 8.148307389E+09, 0.000000000E+00, 8.254811400E+07, 0.000000000E+00,-8.907826666E-05, 0.000000000E+00, 9.417216257E+04, 5.059592921E+01, 0.000000000E+00, 7.092405780E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.716960809E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.092233707E+02, 6.618893424E+01, 7.940938320E+03, 0.000000000E+00, 5.827669671E+03, 0.000000000E+00,-4.820395164E+06, 5.929392028E+01,-3.334850868E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.877625776E+04, 9.877968623E+04,-3.428475850E+00
2188, 4.376000000E+00, 2.000000000E-03, 1.170907601E-03, 1.952225184E+02, 6.570061144E+04, 0.000000000E+00, 6.231707816E+02, 3.995624534E+06, 8.148482763E+09, 0.000000000E+00, 8.254813600E+07, 0.000000000E+00,-8.894049718E-05, 0.000000000E+00, 9.417218790E+04, 5.064470872E+01, 0.000000000E+00, 7.092407647E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.579857061E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.092932373E+02, 6.621622516E+01, 7.879347682E+03, 0.000000000E+00, 5.836567177E+03, 0.000000000E+00,-4.820696364E+06, 5.923073913E+01,-3.212258740E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.872011262E+04, 9.872341800E+04,-3.305374434E+00
2189, 4.378000000E+00, 2.000000000E-03, 1.167459371E-03, 1.952225547E+02, 6.570061144E+04, 0.000000000E+00, 6.207048742E+02, 3.995680492E+06, 8.148658076E+09, 0.000000000E+00, 8.254815800E+07, 0.000000000E+00,-8.880854891E-05, 0.000000000E+00, 9.417221324E+04, 5.069361182E+01, 0.000000000E+00, 7.092409513E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.448230586E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.093631394E+02, 6.624352801E+01, 7.815984023E+03, 0.000000000E+00, 5.845580323E+03, 0.000000000E+00,-4.820990764E+06, 5.922794788E+01,-3.094549423E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.864999573E+04, 9.865318290E+04,-3.187173856E+00
2190, 4.380000000E+00, 2.000000000E-03, 1.164137523E-03, 1.952225561E+02, 6.570061144E+04, 0.000000000E+00, 6.183308342E+02, 3.995736355E+06, 8.148833338E+09, 0.000000000E+00, 8.254818000E+07, 0.000000000E+00,-8.868220060E-05, 0.000000000E+00, 9.417223858E+04, 5.074259735E+01, 0.000000000E+00, 7.092411379E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.321847565E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.094330763E+02, 6.627084250E+01, 7.743633045E+03, 0.000000000E+00, 5.854711576E+03, 0.000000000E+00,-4.821297988E+06, 5.913849882E+01,-2.981515042E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.859062547E+04, 9.859369913E+04,-3.073665546E+00
2191, 4.382000000E+00, 2.000000000E-03, 1.160937038E-03, 1.952225206E+02, 6.570061145E+04, 0.000000000E+00, 6.160450465E+02, 3.995792208E+06, 8.149008561E+09, 0.000000000E+00, 8.254820200E+07, 0.000000000E+00,-8.856123999E-05, 0.000000000E+00, 9.417226392E+04, 5.079122366E+01, 0.000000000E+00, 7.092413245E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.200484743E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.095030488E+02, 6.629816867E+01, 7.696890186E+03, 0.000000000E+00, 5.863963312E+03, 0.000000000E+00,-4.821596778E+06, 5.913053242E+01,-2.872957088E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.854250686E+04, 9.854547151E+04,-2.964650326E+00
2192, 4.384000000E+00, 2.000000000E-03, 1.157853109E-03, 1.952225102E+02, 6.570061145E+04, 0.000000000E+00, 6.138440477E+02, 3.995848063E+06, 8.149183738E+09, 0.000000000E+00, 8.254822400E+07, 0.000000000E+00,-8.844546348E-05, 0.000000000E+00, 9.417228926E+04, 5.084001787E+01, 0.000000000E+00, 7.092415111E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.083928925E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.095730576E+02, 6.632550774E+01, 7.642622771E+03, 0.000000000E+00, 5.873337967E+03, 0.000000000E+00,-4.821895800E+06, 5.913586226E+01,-2.768685977E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.848671593E+04, 9.848957587E+04,-2.859937982E+00
2193, 4.386000000E+00, 2.000000000E-03, 1.154881133E-03, 1.952225282E+02, 6.570061145E+04, 0.000000000E+00, 6.117245203E+02, 3.995903876E+06, 8.149358859E+09, 0.000000000E+00, 8.254824600E+07, 0.000000000E+00,-8.833467575E-05, 0.000000000E+00, 9.417231460E+04, 5.088908537E+01, 0.000000000E+00, 7.092416977E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.971976496E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.096431024E+02, 6.635285944E+01, 7.572652401E+03, 0.000000000E+00, 5.882838088E+03, 0.000000000E+00,-4.822199121E+06, 5.909837773E+01,-2.668520623E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.842231827E+04, 9.842507762E+04,-2.759346808E+00
2194, 4.388000000E+00, 2.000000000E-03, 1.152016700E-03, 1.952225238E+02, 6.570061145E+04, 0.000000000E+00, 6.096832855E+02, 3.995959636E+06, 8.149533933E+09, 0.000000000E+00, 8.254826800E+07, 0.000000000E+00,-8.822868934E-05, 0.000000000E+00, 9.417233994E+04, 5.093796682E+01, 0.000000000E+00, 7.092418843E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.864432977E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.097131828E+02, 6.638022305E+01, 7.515995781E+03, 0.000000000E+00, 5.892466463E+03, 0.000000000E+00,-4.822503453E+06, 5.904833398E+01,-2.572288043E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.836475606E+04, 9.836741876E+04,-2.662703232E+00
2195, 4.390000000E+00, 2.000000000E-03, 1.149255587E-03, 1.952225502E+02, 6.570061146E+04, 0.000000000E+00, 6.077172975E+02, 3.996015333E+06, 8.149708949E+09, 0.000000000E+00, 8.254829000E+07, 0.000000000E+00,-8.812732441E-05, 0.000000000E+00, 9.417236527E+04, 5.098714071E+01, 0.000000000E+00, 7.092420710E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.761112589E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.097832996E+02, 6.640759890E+01, 7.443168315E+03, 0.000000000E+00, 5.902225227E+03, 0.000000000E+00,-4.822813155E+06, 5.898955892E+01,-2.479822975E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.829787950E+04, 9.830044934E+04,-2.569841448E+00
2196, 4.392000000E+00, 2.000000000E-03, 1.146593749E-03, 1.952225139E+02, 6.570061146E+04, 0.000000000E+00, 6.058236372E+02, 3.996070977E+06, 8.149883927E+09, 0.000000000E+00, 8.254831200E+07, 0.000000000E+00,-8.803040835E-05, 0.000000000E+00, 9.417239061E+04, 5.103583348E+01, 0.000000000E+00, 7.092422576E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.661837843E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.098534522E+02, 6.643498650E+01, 7.401512198E+03, 0.000000000E+00, 5.912117794E+03, 0.000000000E+00,-4.823124293E+06, 5.893980445E+01,-2.390967512E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.825016747E+04, 9.825264807E+04,-2.480602986E+00
2197, 4.394000000E+00, 2.000000000E-03, 1.144027310E-03, 1.952225563E+02, 6.570061146E+04, 0.000000000E+00, 6.039995070E+02, 3.996126554E+06, 8.150058571E+09, 0.000000000E+00, 8.254833400E+07, 0.000000000E+00,-8.793777547E-05, 0.000000000E+00, 9.417241595E+04, 5.108505887E+01, 0.000000000E+00, 7.092424442E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.566439155E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.099236419E+02, 6.646238700E+01, 7.330191085E+03, 0.000000000E+00, 5.649628317E+03, 0.000000000E+00,-4.823437328E+06, 5.881783557E+01,-2.305570763E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.817856216E+04, 9.818095699E+04,-2.394836446E+00
2198, 4.396000000E+00, 2.000000000E-03, 1.141552556E-03, 1.952225239E+02, 6.570061146E+04, 0.000000000E+00, 6.022422251E+02, 3.996182020E+06, 8.150232704E+09, 0.000000000E+00, 8.254835600E+07, 0.000000000E+00,-8.784927265E-05, 0.000000000E+00, 9.417244129E+04, 5.113366173E+01, 0.000000000E+00, 7.092426308E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.474754476E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.099933829E+02, 6.648962961E+01, 7.273406147E+03, 0.000000000E+00, 5.187095133E+03, 0.000000000E+00,-4.823753655E+06, 5.860335009E+01,-2.223488524E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.812999848E+04, 9.813231088E+04,-2.312397115E+00
2199, 4.398000000E+00, 2.000000000E-03, 1.139165927E-03, 1.952225161E+02, 6.570061147E+04, 0.000000000E+00, 6.005492207E+02, 3.996237404E+06, 8.150406203E+09, 0.000000000E+00, 8.254837800E+07, 0.000000000E+00,-8.776475404E-05, 0.000000000E+00, 9.417246663E+04, 5.118162369E+01, 0.000000000E+00, 7.092428174E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.386628940E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.100623217E+02, 6.651659004E+01, 7.223162139E+03, 0.000000000E+00, 4.608448529E+03, 0.000000000E+00,-4.824069298E+06, 5.839584087E+01,-2.144582966E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.807412564E+04, 9.807635879E+04,-2.233146710E+00
2200, 4.400000000E+00, 2.000000000E-03, 1.136864012E-03, 1.952225319E+02, 6.570061147E+04, 0.000000000E+00, 5.989180289E+02, 3.996292692E+06, 8.150579294E+09, 0.000000000E+00, 8.254840000E+07, 0.000000000E+00,-8.768408448E-05, 0.000000000E+00, 9.417249197E+04, 5.122906998E+01, 0.000000000E+00, 7.092430040E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.301914519E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.101302519E+02, 6.654319600E+01, 7.158708929E+03, 0.000000000E+00, 4.264582347E+03, 0.000000000E+00,-4.824388594E+06, 5.822601617E+01,-2.068722334E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.801121024E+04, 9.801336720E+04,-2.156952998E+00
2201, 4.402000000E+00, 2.000000000E-03, 1.584480696E-03, 1.952225349E+02, 6.570061102E+04, 0.000000000E+00, 1.033978250E+03, 3.996347938E+06, 8.150751900E+09, 0.000000000E+00, 8.254842200E+07, 0.000000000E+00,-1.527845679E-04, 0.000000000E+00, 9.417251731E+04, 5.127646505E+01, 0.000000000E+00, 7.092431906E+04, 0.000000000E+00, 0.000000000E+00, 4.498371534E-04, 2.220469721E-06, 4.366770725E+02, 0.000000000E+00, 0.000000000E+00,-1.101982216E+02, 6.656981496E+01, 7.097519275E+03, 0.000000000E+00, 4.275204934E+03, 0.000000000E+00,-4.824708145E+06, 5.820128562E+01,-1.946569272E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.795223538E+04, 9.795431865E+04,-2.083266696E+00
2202, 4.404000000E+00, 2.000000000E-03, 2.810831930E-03, 1.952225223E+02, 6.570060980E+04, 0.000000000E+00, 2.225134719E+03, 3.996403136E+06, 8.150923707E+09, 0.000000000E+00, 8.254844400E+07, 0.000000000E+00,-3.306301226E-04, 0.000000000E+00, 9.417254264E+04, 5.132370128E+01, 0.000000000E+00, 7.092433773E+04, 0.000000000E+00, 0.000000000E+00, 1.228493394E-03, 2.142159277E-06, 1.192861631E+03, 0.000000000E+00, 0.000000000E+00,-1.102659560E+02, 6.659637270E+01, 7.036958655E+03, 0.000000000E+00, 4.285979881E+03, 0.000000000E+00,-4.825033715E+06, 5.816790651E+01,-1.662791104E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.789803352E+04, 9.790005160E+04,-2.018080368E+00
2203, 4.406000000E+00, 2.000000000E-03, 5.305044635E-03, 1.952225537E+02, 6.570060730E+04, 0.000000000E+00, 4.647527889E+03, 3.996458270E+06, 8.151094226E+09, 0.000000000E+00, 8.254846600E+07, 0.000000000E+00,-6.920540077E-04, 0.000000000E+00, 9.417256798E+04, 5.137083023E+01, 0.000000000E+00, 7.092435639E+04, 0.000000000E+00, 0.000000000E+00, 2.496279558E-03, 2.066853856E-06, 2.424262809E+03, 0.000000000E+00, 0.000000000E+00,-1.103330504E+02, 6.662279309E+01, 6.965798315E+03, 0.000000000E+00, 4.296910387E+03, 0.000000000E+00,-4.825362738E+06, 5.812248711E+01,-1.176439089E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.783042881E+04, 9.783238276E+04,-1.953949496E+00
2204, 4.408000000E+00, 2.000000000E-03, 9.390019366E-03, 1.952225561E+02, 6.570060322E+04, 0.000000000E+00, 8.615229939E+03, 3.996513355E+06, 8.151263151E+09, 0.000000000E+00, 8.254848800E+07, 0.000000000E+00,-1.283807856E-03, 0.000000000E+00, 9.417259332E+04, 5.141668220E+01, 0.000000000E+00, 7.092437505E+04, 0.000000000E+00, 0.000000000E+00, 4.086969161E-03, 1.994429788E-06, 3.969855415E+03, 0.000000000E+00, 0.000000000E+00,-1.103984836E+02, 6.664873496E+01, 6.911325894E+03, 0.000000000E+00, 4.307999500E+03, 0.000000000E+00,-4.825691080E+06, 5.808893069E+01,-3.736150600E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.777173476E+04, 9.777363355E+04,-1.898784946E+00
2205, 4.410000000E+00, 2.000000000E-03, 1.506122835E-02, 1.952225413E+02, 6.570059754E+04, 0.000000000E+00, 1.412462985E+04, 3.996568373E+06, 8.151430492E+09, 0.000000000E+00, 8.254851000E+07, 0.000000000E+00,-2.105374823E-03, 0.000000000E+00, 9.417261866E+04, 5.146093053E+01, 0.000000000E+00, 7.092439371E+04, 0.000000000E+00, 0.000000000E+00, 5.673133753E-03, 1.924768803E-06, 5.511869520E+03, 0.000000000E+00, 0.000000000E+00,-1.104611642E+02, 6.667388275E+01, 6.848512251E+03, 0.000000000E+00, 4.319251275E+03, 0.000000000E+00,-4.826028811E+06, 5.802486826E+01, 7.223924408E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.771835070E+04, 9.772019629E+04,-1.845594366E+00
2206, 4.412000000E+00, 2.000000000E-03, 2.231209318E-02, 1.952225423E+02, 6.570059029E+04, 0.000000000E+00, 2.117012901E+04, 3.996623363E+06, 8.151596249E+09, 0.000000000E+00, 8.254853200E+07, 0.000000000E+00,-3.156121007E-03, 0.000000000E+00, 9.417264400E+04, 5.150333557E+01, 0.000000000E+00, 7.092441237E+04, 0.000000000E+00, 0.000000000E+00, 7.252722592E-03, 1.857757788E-06, 7.048311882E+03, 0.000000000E+00, 0.000000000E+00,-1.105211157E+02, 6.669823252E+01, 6.797173596E+03, 0.000000000E+00, 4.330669456E+03, 0.000000000E+00,-4.826362370E+06, 5.800192732E+01, 2.107266687E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.766015171E+04, 9.766194628E+04,-1.794570459E+00
2207, 4.414000000E+00, 2.000000000E-03, 3.113399005E-02, 1.952225594E+02, 6.570058147E+04, 0.000000000E+00, 2.974413870E+04, 3.996678261E+06, 8.151760426E+09, 0.000000000E+00, 8.254855400E+07, 0.000000000E+00,-4.435303913E-03, 0.000000000E+00, 9.417266934E+04, 5.154439786E+01, 0.000000000E+00, 7.092443103E+04, 0.000000000E+00, 0.000000000E+00, 8.823690152E-03, 1.793288546E-06, 8.577193308E+03, 0.000000000E+00, 0.000000000E+00,-1.105783385E+02, 6.672178457E+01, 6.722930317E+03, 0.000000000E+00, 4.342257620E+03, 0.000000000E+00,-4.826707587E+06, 5.791348486E+01, 3.780415843E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.759712869E+04, 9.759887440E+04,-1.745708752E+00
2208, 4.416000000E+00, 2.000000000E-03, 4.151625901E-02, 1.952225554E+02, 6.570057109E+04, 0.000000000E+00, 2.706806651E+04, 3.996733998E+06, 8.151923023E+09, 0.000000000E+00, 8.254857600E+07, 6.528182220E-01,-2.649587677E-03, 0.000000000E+00, 9.417204234E+04, 5.158403136E+01, 0.000000000E+00, 7.092444969E+04, 0.000000000E+00, 0.000000000E+00, 1.038400022E-02, 1.731257570E-06, 1.009653263E+04, 0.000000000E+00, 0.000000000E+00,-1.106328346E+02, 6.674453898E+01, 3.241577331E+03, 0.000000000E+00, 4.354019795E+03, 0.000000000E+00,-4.827052310E+06, 5.787858246E+01, 2.450194508E+03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.752385421E+04, 9.754058141E+04,-1.672720509E+01
