name,E_arc_total,T_gas_max,T_gas_min,T_liquid_max,T_liquid_min,T_solid_max,T_solid_min,alpha_liquid_max,alpha_liquid_min,alpha_solid_max,alpha_solid_min,exit,m_gas_final,m_liq_final,m_melted_total,m_sol_final,n_snapshots,n_steps,pressure_max,pressure_min,t_final,wall_s
lowmach_on,4763633160.0055,4381.439474535549,300.0,1727.463231533312,300.0,1805.913812820395,300.0,0.00016739028669164258,0.0,0.6537218196160667,0.0,0,74.32376437,0.07025887856,391.1113565874951,471464.3721,29,55002.0,148.08508622463557,0.0,60.001,5950.1
lowmach_off,4763614407.431149,676.2393893772526,300.0,300.0,300.0,918.0239907172858,300.0,0.0,0.0,0.6537218196160667,0.0,0,141.4255698,0.0,0.0,471464.4424,21,38773.0,0.0,0.0,60.0007745,3260.0
