step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in,m_flux_in,E_flux_in,m_fe_yield,m_fe_return,E_slag_ox,E_slag_red,E_rad_foam
0, 0.000000000E+00, 2.000000000E-02, 0.000000000E+00, 1.141563065E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.037817033E+10, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1, 2.000000000E-02, 2.000000000E-02, 0.000000000E+00, 1.126205632E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 1.858336428E+05, 8.037928484E+10, 0.000000000E+00, 8.250022000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250022000E+05,-1.918868363E+02, 0.000000000E+00, 8.250022000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.418060767E-01, 1.054583780E-01,-3.643990283E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.506796820E+05, 1.712141671E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
2, 4.000000000E-02, 2.000000000E-02, 0.000000000E+00, 1.120625680E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 2.898167396E+05, 8.038048171E+10, 0.000000000E+00, 8.250044000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250044000E+05,-2.173785047E+02, 0.000000000E+00, 8.250044000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.315194766E+01, 1.474051859E+00,-3.540277293E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.664159209E+05, 9.894436115E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
3, 6.000000000E-02, 2.000000000E-02, 0.000000000E+00, 1.117421871E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 3.909331284E+05, 8.038169441E+10, 0.000000000E+00, 8.250066000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250066000E+05,-2.477131859E+02, 0.000000000E+00, 8.250066000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.210979027E+01, 1.358946150E+00,-3.484862565E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.667966119E+05, 8.863021644E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
4, 8.000000000E-02, 2.000000000E-02, 0.000000000E+00, 1.114766495E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 4.784092482E+05, 8.038292059E+10, 0.000000000E+00, 8.250088000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250088000E+05,-2.832451226E+02, 0.000000000E+00, 8.250088000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 6.420383235E+01, 1.360989020E+00,-3.384055930E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.683127079E+05, 8.521815671E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
5, 1.000000000E-01, 2.000000000E-02, 0.000000000E+00, 1.112546310E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 5.567680996E+05, 8.038415707E+10, 0.000000000E+00, 8.250110000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250110000E+05,-3.253447393E+02, 0.000000000E+00, 8.250110000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.799567984E+01, 1.450884879E+00,-3.289712917E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.708153705E+05, 8.435304869E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
6, 1.200000000E-01, 2.000000000E-02, 0.000000000E+00, 1.110791172E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 6.126692761E+05, 8.038540945E+10, 0.000000000E+00, 8.250132000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250132000E+05,-3.700411429E+02, 0.000000000E+00, 8.250132000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.144104666E+02, 1.592163836E+00,-3.182282611E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.737061090E+05, 7.917116422E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
7, 1.400000000E-01, 2.000000000E-02, 0.000000000E+00, 1.109600934E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 6.331079939E+05, 8.038668679E+10, 0.000000000E+00, 8.250154000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250154000E+05,-4.147172163E+02, 0.000000000E+00, 8.250154000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.363470399E+02, 1.738800154E+00,-3.056176719E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.779505135E+05, 6.680961433E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
8, 1.600000000E-01, 2.000000000E-02, 0.000000000E+00, 1.109010202E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 6.287758896E+05, 8.038798611E+10, 0.000000000E+00, 8.250176000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.250176000E+05,-4.138216663E+02, 0.000000000E+00, 8.250176000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.404902693E+02, 1.839179880E+00,-2.964782289E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.826921734E+05, 5.397561028E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
