step,time,dt,m_liq,m_gas,m_sol,m_slag,E_liq,E_gas,E_sol,E_slag,P_arc,E_src_liq_arc,E_src_liq_rad,E_src_liq_chem,E_src_gas_arc,E_src_gas_rad,E_src_gas_chem,E_arc_direct_sol,E_arc_discarded,E_mc_deposit,m_melted,m_resolid,E_melt_from_solid,m_alpha_clip,E_slag_intercept,E_rad_sol,E_rad_wall,E_conv_defect,E_wall_conv,E_chem_sol,E_mc_lost,E_out_conv,E_gas_abs,E_mass_liq,m_ecs_in,E_ecs_in,m_flux_in,E_flux_in,m_fe_yield,m_fe_return,E_slag_ox,E_slag_red,E_rad_foam
0, 0.000000000E+00, 1.000000000E-02, 0.000000000E+00, 1.141563065E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.037817033E+10, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
1, 1.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.132436653E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 1.438980921E+05, 8.037872045E+10, 0.000000000E+00, 8.250011000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125005500E+05,-5.842891583E+01, 0.000000000E+00, 4.125005500E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.542887559E-02, 2.634757818E-02,-1.390406827E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 6.476564516E+04, 1.361782112E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
2, 2.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.128237775E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 2.351303445E+05, 8.037931529E+10, 0.000000000E+00, 8.250022000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125011000E+05,-6.101799833E+01, 0.000000000E+00, 4.125011000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.874488310E+00, 5.544682044E-01,-1.444598588E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.428754993E+04, 8.571541954E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
3, 3.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.125269811E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 3.172430078E+05, 8.037992827E+10, 0.000000000E+00, 8.250033000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125016500E+05,-6.794497529E+01, 0.000000000E+00, 4.125016500E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.582733530E+01, 6.545691622E-01,-1.415347219E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 8.973148938E+04, 7.045686928E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
4, 4.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.123007461E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 3.864133884E+05, 8.038055100E+10, 0.000000000E+00, 8.250044000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125022000E+05,-7.645320819E+01, 0.000000000E+00, 4.125022000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.274804272E+01, 7.240832127E-01,-1.383636218E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.123522996E+04, 6.386873797E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
5, 5.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.121099338E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 4.457714467E+05, 8.038118293E+10, 0.000000000E+00, 8.250055000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125027500E+05,-8.550155278E+01, 0.000000000E+00, 4.125027500E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.935494771E+01, 7.921108673E-01,-1.355038655E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.174562258E+04, 5.752577369E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
6, 6.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.119499085E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 4.972074114E+05, 8.038182228E+10, 0.000000000E+00, 8.250066000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125033000E+05,-9.393622048E+01, 0.000000000E+00, 4.125033000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.575695984E+01, 8.580789005E-01,-1.328946971E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.208744612E+04, 5.270646861E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
7, 7.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.118230871E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 5.356817276E+05, 8.038247062E+10, 0.000000000E+00, 8.250077000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125038500E+05,-1.025685438E+02, 0.000000000E+00, 4.125038500E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.196198126E+01, 9.242288605E-01,-1.301326959E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.249566356E+04, 4.647782362E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
8, 8.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.117350959E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 5.605424320E+05, 8.038312729E+10, 0.000000000E+00, 8.250088000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125044000E+05,-1.087459990E+02, 0.000000000E+00, 4.125044000E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.695302334E+01, 9.835786459E-01,-1.275895236E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.308001901E+04, 4.069405998E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
9, 9.000000000E-02, 1.000000000E-02, 0.000000000E+00, 1.116841714E+02, 6.698180861E+05, 0.000000000E+00, 0.000000000E+00, 5.737555578E+05, 8.038378990E+10, 0.000000000E+00, 8.250099000E+07, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.125049500E+05,-1.134561207E+02, 0.000000000E+00, 4.125049500E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 5.035856458E+01, 1.034061181E+00,-1.255781904E+05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 9.377597599E+04, 3.676764879E+04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
